idx,abstract,true_domain,predicted_domain,true_area,predicted_area
71,Background and aims Deficits in social cognitive abilities including emotion recognition and theory of mind (ToM) can play a significant role in interpersonal difficulties observed in alcohol use disorder (AUD). This meta-analysis aims to estimate mean effect sizes of deficits in social cognition inAUD and examines the effects of demographic and clinical confounding factors on the variability of effect sizes across studies. Methods A literature review was conducted on research reports published from January 1990 to January 2016. Twenty-five studies investigating ToM and facial emotion recognition performances of 756 individuals with AUD and 681 healthy controls were selected after applying inclusion and exclusion criteria. Weighted effect sizes (d) were calculated for ToM. decoding and reasoning aspects of ToM. total facial emotion recognition and recognition of each of six basic emotions. Results Facial emotion recognition was significantly impaired [d=0.65.95% confidence interval (CI)=0.42-0.89]. particularly for disgust and anger. AUDwas also associated with deficits in ToM (d=0.58. 95% CI=0.36-0.81). These deficits were evident in tasks measuring both decoding (d=0.46. 95% CI=0.19-0.73) and reasoning (d=0.72. 95% CI=0.37-1.06) aspects of ToM. The longer duration of alcohol misuse and more depressive symptoms were associated with more severe deficits in recognition of facial emotions. Conclusions Alcohol use disorder appears to be associated with significant impairment in facial emotion recognition and theory of mind....,Psychology,Psychology,Social cognition,Social cognition
72,Aims To investigate whether: (1) childmaltreatment is associated with life-time cannabis use. early-onset cannabis use. daily cannabis use and DSM-IV cannabis abuse in young adulthood; and (2) behaviour problems. tobacco use and alcohol use at age 14 are associated with cannabis use. Design Birth cohort using linked government agency child protection data to define exposure to child maltreatment. Setting The Mater-University of Queensland Study of Pregnancy in Brisbane. Australia. Participants Of the original cohort of 7223 mother and child pairs. obtained from consecutive presentations for prenatal care at a hospital serving a cross-section of the community. 3778 (52.3%) of the young people participated at age 21 years. Measurements Exposure to child maltreatment was established by substantiated government agency reports. Cannabis outcomes were by self-report questionnaire and Composite International Diagnostic Interview (CIDI)-Auto at age 21. Associations were adjusted for a range of potential confounders. Additional adjustment was carried out for variables measured at age 14-youth behaviour problems [Achenbach Child Behavior Checklist (CBCL)]. tobacco use and alcohol use. Findings After adjustment. substantiated child maltreatment was associated with any life-time cannabis use [odds ratio (OR) = 1.60. 95% confidence interval (CI) = 1.08-2.39]. cannabis use prior to age 17 (OR = 2.47. 95 % CI = 1.67-3.65). daily cannabis use (OR = 2.68. 95% CI = 1.49-4.81) and DSM-IV cannabis abuse/dependence (OR = 1.72. 95% CI = 1.07-2.77). Externalizing behaviour and tobacco and alcohol use at age 14 were associated significantly with almost all cannabis outcomes (P < 0.05). with internalizing behaviour associated inversely (P < 0.05). Conclusions Children in Australia who are documented as having been maltreated are more likely to go on to use cannabis before the age of 17. use cannabis as an adult. use cannabis daily and meet DSM-IV criteria for cannabis dependence. Externalizing behaviour in adolescence appears partly to mediate the association with adult cannabis use....,Psychology,Psychology,Child abuse,Child abuse
73,The purpose of this project was to examine the emotional health and wellbeing of Canadian caregivers of persons with significant mental health or addictions problems. We assessed the emotional health of caregivers by care-receiver condition type (i.e. mental health or addictions vs. physical or other health problems). levels of caregiver stress and methods particularly for reducing stress among caregivers of persons with mental health or addictions disorders. Weighted cross-sectional data from the 2012 General Social Survey (Caregiving and Care Receiving) were modelled using weighted descriptive and logistic regression analyses to examine levels of stress and the emotional health and well-being of caregivers by care-receiver condition type. Caregivers of persons with mental health or addictions problems were more likely to report that caregiving was very stressful and that they felt depressed. tired. worried or anxious. overwhelmed; lonely or isolated; short-tempered or irritable; and resentful because of their caregiving responsibilities. The results of this study suggest that mental health and addictions caregivers may experience disparate stressors and require varying services and supports relative to caregivers of persons with physical or other health conditions....,Psychology,Psychology,Depression,Depression
74,Defined as sexually explicit material that elicits erotic thoughts. feelings. and behaviours. internet pornography is a prevalent form of media that may facilitate problematic use and craving for engagement. Research suggests that superordinate cognitions and information processing. such as desire thinking and metacognition. are central to the activation and escalation of craving in addictive behaviours. The current study aimed to contribute to the literature by testing the proposed metacognitive model of desire thinking and craving in a sample of problematic pornography users. while revising the model by incorporating negative affect. From a theoretical perspective. environmental cues trigger positive metacognitions about desire thinking that directly influence desire thinking. resulting in the escalation of craving. negative metacognitions. and negative affect. Participants were recruited via an online survey and screened for problematic internet pornography use. Path analyses were used to investigate relationships among the aforementioned constructs in a final sample of 191 participants. Consistent with previous research. results of this study validated the existence of metacognitive processes in the activation of desire thinking and escalation of craving. while indicating that desire thinking has the potential to influence negative affect. Additionally. results supported the role of significant indirect relationships between constructs within the revised model of metacognition. desire thinking. and psychopathology. Collectively. the findings demonstrate the clinical value of a metacognitive conceptualisation of problematic pornography use. Exploring the metacognitive mechanisms that underpin problematic internet pornography use may give rise to the development of new treatment and relapse prevention strategies. (C) 2017 Elsevier Ltd. All rights reserved....,Psychology,Psychology,Depression,Media violence
75,In many low-to-mid power applications. critical mode boost power factor corrector converters are widely used because of its low switching loss and simple control. However. near the zero crossing of the input line voltage. an input current distortion and a low power factor are caused by delayed switching period and negative input currents. Generally. an additional on-time method according to the input voltage is used to compensate the input current distortion. However. a detailed quantitative analysis for the exact additional on time has not been studied till now. In this paper. the explicit form of the optimized additional on time has been obtained using a quantitative analysis and the advantage of the digital control. From a state trajectory and "net input charge" analysis. it is shown that the optimized on time should be related to not only the input voltage. but also the output power. Also. in order to improve the efficiency in a high input and light load condition. circulating currents are reduced in the inevitable dead angle with a gate turning-off technique. By using digital control. the optimized additional on time and the gate turn-off technique have been implemented with the 90-230 V-rms input and 380 V/200 W output prototype....,ECE,ECE,Digital control,Single-phase electric power
76,For Siewert type II adenocarcinoma of the esophagogastric junction (AEJ). the optimal surgical approach and extent of lymph nodes dissection remain controversial. Immunohistochemistry (IHC) has been reported to be available for identifying lymph node micrometastasis (LNMM) in patients with AEJ. This was a prospective case series of patients who underwent R0 resection and lower mediastinal lymphadenectomy from January 2010 to June 2015 in Fujian Medical University Union Hospital for Siewert type II AEJ. The outcomes were analyzed retrospectively. A total of 1325 lymph nodes were collected from 49 patients. grouped into 3 groups: lower mediastinal. paracardial. and abdominal. The former 2 groups were examined by monoclonal antibodies against Ber-Ep4 and CD44v6. The incidence of LNMM in mediastinal group was 37% (18/49) for Ber-Ep4 and 33% (16/49) for CD44v6. While in routine histological diagnosis. the number of patients with the positive lymph nodes was 7 (14%). When combining IHC with histopathology (HE) staining. the incidence of positive mediastinal lymph nodes was increased to 24%. with a total number of 37 lymph nodes from 28 patients (57%). Micrometastases indicated by Ber-Ep4 and CD44v6 were associated with the depth of tumor invasion (P=0.020 and 0.037. respectively). histopathological nodal status (P=0.024 and 0.01. respectively). and Lauren classification (P=0.038 and. respectively). Expression of CD44v6 and Ber-Ep4 was positively correlated (r=0.643. P<0.001). The 3- and 5-year survival rates for all patients were 66% and 50%. respectively. The patients with LNMM had a lower 3-year survival rate of 51%. compared to 80% from no LNMM group; 5-year survival rate was also lower in LNMM group. which is 29% versus 68% (P=0.006) in the no LNMM group. Patients with positive Ber-Ep4 cells had a lower survival. but not statistically significant (P=0.058). CD44v6-positive group had a significantly reduced survival (P<0.001). In patients group with negative lower mediastinal lymph nodes. patients without LNMM obtained a significant survival benefit (P=0.021). Our study demonstrated that routine test for LNMM is necessary for patients with negative lymph nodes. As a positive prognostic factor. thorough lower mediastinal lymphadenectomy in an invasive approach should be considered when necessary. Ber-Ep4 and CD44v6 were shown to be great markers for detecting LNMM....,biochemistry,Medical,Polymerase chain reaction,Cancer
77,Aims: Human papillomavirus (HPV) is known as causative for squamous cell carcinoma (SCC) of the oropharynx. but is also found not infrequently in carcinomas of the sinonasal tract. Recently. a subset of these carcinomas was recognized to harbour HPV33 and have a significant morphological overlap with adenoid cystic carcinoma (ACC). a rare and aggressive carcinoma originating in the minor salivary glands. Termed 'HPV-related carcinoma with ACC-like features'. only nine cases have been reported. To clarify the occurrence of these tumours we screened a large material for the presence of HPV-related ACC-like carcinoma. The identified tumours were characterized immunohistochemically and with fluorescence in-situ hybridization. and clinicopathological information for all cases is presented. Methods and results: Forty-seven candidate cases were screened for presence of HPV. Six cases were identified and genotyped as HPV types 33. 35. and 56. All six cases had areas of dysplastic mucosal lining and showed remarkable heterogeneous morphologies. MYB. MYBL1. and NFIB genes were intact and. interestingly. staining for MYB protein was largely negative in contrast to what was found in ACC. One patient experienced a local recurrence 11 years after initial treatment and the remaining five patients were alive without evidence of disease. Conclusion: We report six new cases of HPV-related ACC-like carcinoma and found that. although in a small material. the prognosis for these patients seems more favourable than for ACC. For the distinction between ACC and HPV-related ACC-like carcinoma. p16. MYB immunohistochemistry or investigation of MYB. MYBL1 and NFIB gene status are valuable....,biochemistry,Medical,Polymerase chain reaction,Cancer
78,The aim of the present study was to investigate the role of chemokine (C-X-C motif) ligand 12 (CXCL12) and its receptor. chemokine (C-X-C motif) receptor 4 (CXCR4) in the pathogenesis of adenomyosis (AD). Immunohistochemistry and reverse transcription-quantitative polymerase chain reaction analysis were used to measure the protein and mRNA expression of CXCL12 and CXCR4 in eutopic endometrial and ectopic foci tissue samples. Samples from a total of 36 patients with AD (study group) were compared with endometrial tissue samples from 33 patients who underwent uterine fibroids surgery (control group) during the same period. All data are presented as the mean +/- standard deviation and were analyzed with SPSS software (version 16.0). Analysis of variance was used for between group analysis and pairwise comparison was performed using Fisher's least significant difference post hoc test. The results of the present study revealed that CXCL12 and CXCR4 protein expression was significantly increased in ectopic foci tissue compared with eutopic endometrial tissue samples from patients with AD. CXCL12 and CXCR4 protein expression in ectopic foci and eutopic endometrial tissue samples were significantly increased compared with the control group (P< 0.05 for between group comparisons). No significant differences were identified in CXCL12 and CXCR4 protein expression between the proliferative and secretory phases within each group. Furthermore. CXCL12 and CXCR4 mRNA expression was significantly increased in ectopic foci tissue and eutopic endometrial tissue compared with the control group (P< 0.05 for between group comparisons). CXCL12 mRNA expression was markedly increased in ectopic foci tissue compared with eutopic endometrial tissue of patients with AD. The expression of CXCR4 mRNA was significantly increased in eutopic endometrial tissue compared with ectopic foci tissue and the control group (P< 0.05 for between group comparisons). No significant differences were identified in CXCL12 and CXCR4 mRNA expression between proliferative and secretory phase within each group. In conclusion. CXCL12 and CXCR4 may induce the ectopia. and promote the spread and localized growth of endometrial cells in the development of AD....,biochemistry,Medical,Polymerase chain reaction,Cancer
79,Objective: We investigated the expression and potential roles of interleukin (IL)-2. IL-4. IL-6. IL-10. IL-17A. IL-37. Interferon (IFN)-gamma. and Tumor Necrosis Factor (TNF) in patients with adenomyosis. Materials and methods: This prospective study examined 16 women with histologically proven adenomyosis and 52 women without adenomyosis. all of whom were undergoing a hysterectomy for non-endometrial pathology at the Department of Gynaecology. the First Hospital of Jilin University. Changchun. China. from December 2011 to September 2012. Serum samples were collected from the patients. and the concentrations of serum IL-2. IL-4. IL-6. IL-10. IL-17A. IL-37. IFN-gamma. and TNF were measured by Enzyme-Linked Immunosorbent Assay (ELISA). We then calculated specificity and sensitivity of cytokines. taking Cancer Antigen (CA) 125 as a reference. distinguishing cases from controls by receiver operating characteristic (ROC) curve. The correlation between individual cytokines and CA 125 was also analysed. Results: IL-37 was detectable in 69.2% and the other cytokines in 30.8% of sera samples from the 52 controls. All the eight cytokines were detectable in the sera samples from 16 patients with adenomyosis. Significantly higher levels of serum IL-37 and IL-10 and significantly lower levels of serum IL-17A and TNF were detected in adenomyosis patients when compared with controls (p< 0.05). Conclusions: Serum levels of IL-10. IL-17A. IL-37. and TNF varied significantly between cases and controls. and could be involved in the pathogenesis of adenomyosis....,biochemistry,Medical,Immunology,Ankylosing Spondylitis
80,Objectives: Inflammatory response and cytokine activation are markedly stimulated in skeletal muscle during various conditions. Interleukin-6 (IL-6). a pro-inflammatory cytokine. has pleiotropic effects on skeletal muscle. Adenosine. released by all cell types. binds to a class of G protein-coupled receptors to induce various skeletal muscle effects. The aim of this work was to investigate whether activation of adenosine receptors. particularly adenosine A2B receptors. could stimulate IL-6 gene expression in rat L6 skeletal muscle cells. Materials and Methods: The rat L6 skeletal muscle cells were cultured in 25 cm2 flasks. These differentiated cells were treated and then quantitative reverse transcription-polymerase chain reaction (Probe-based) was used to analyze IL-6 gene expression level among different treatment conditions. Results: Adenosine-5'-N-ethyluronamide (NECA). a stable adenosine analogue. concentration-and time-dependently stimulates IL-6 gene expression in skeletal muscle cells. The effect of NECA is inhibited by a selective adenosine A2B receptor antagonist. PSB 603. By using cyclic adenosine monophosphate (cAMP)-arising reagent forskolin. cAMP is found to be involved in the up-regulation of IL-6 induction. Conclusion: Here. a novel relationship between adenosine and IL-6 up-regulation has been demonstrated for the first time; IL-6 up-regulation induced by NECA is mediated by adenosine A2B receptor activation in skeletal muscle and is dependent on mainly a cAMP pathway. Adenosine A2B receptors are. thus. potentially important pharmacological targets in treating inflammation and related diseases in skeletal muscle tissues....,biochemistry,biochemistry,Polymerase chain reaction,Immunology
81,Adenosine triphosphate- binding cassette proteins constitute a large family of active transporters through extracellular and intracellular membranes. Increased drug efflux based on adenosine triphosphate- binding cassette protein activity is related to the development of cancer cell chemoresistance. Several articles have focused on adenosine triphosphate- binding cassette gene expression profiles ( signatures). based on the expression of all 49 human adenosine triphosphate- binding cassette genes. in individual tumor types and reported connections to established clinicopathological features. The aim of this study was to test our theory about the existence of adenosine triphosphate- binding cassette gene expression profiles common to multiple types of tumors. which may modify tumor progression and provide clinically relevant information. Such general adenosine triphosphate- binding cassette profiles could constitute a new attribute of carcinogenesis. Our combined cohort consisted of tissues from 151 cancer patients- breast. colorectal. and pancreatic carcinomas. Standard protocols for RNA isolation and quantitative real- time polymerase chain reaction were followed. Gene expression data from individual tumor types as well as a merged tumor dataset were analyzed by bioinformatics tools. Several general adenosine triphosphate- binding cassette profiles. with differences in gene functions. were established and shown to have significant relations to clinicopathological features such as tumor size. histological grade. or clinical stage. Genes ABCC7. A3. A8. A12. and C8 prevailed among the most upregulated or downregulated ones. In conclusion. the results supported our theory about general adenosine triphosphate- binding cassette gene expression profiles and their importance for cancer on clinical as well as research levels. The presence of ABCC7 ( official symbol CFTR) among the genes with key roles in the profiles supports the emerging evidence about its crucial role in various cancers....,biochemistry,Medical,Polymerase chain reaction,Cancer
82,Background:To perform a molecular epidemiological analysis of viral conjunctivitis among excess conjunctivitis cases recorded at the University Hospital of Patras. Greece. for the period March to June 2012. Methods: A structured questionnaire containing demographic and clinical data was developed in order to collect retrospective data on the cases. Eye swab specimens were collected and molecular detection of adenoviruses was performed by nested PCR. Positive results were confirmed by sequencing. To determine the relatedness between the isolated sequences. a phylogenetic analysis was conducted. Results: The epidemiological analysis (including retrospective data) included 231 conjunctivitis cases (47.1% male. and 52.8% female). Based on clinical features 205 of the cases were diagnosed of viral origin (46.3% male and 53.7% female). 4 of bacterial origin (50% male and 50% female) while 22 were undefined conjunctivitis. The outbreak excess cases (included 156 cases) affected all age groups regardless gender predilection. For the positive samples indicated that 29 samples (72.5%) were AdV17. and 5 (12.5%) as AdV54. Conclusions: Molecular analysis could define the cause of viral conjunctivitis. while epidemiological data contributed to the assessment of the risk factors and underlined possible preventive measures. This study is one of the very few on viral conjunctivitis in Greece. This outbreak underscores the need for a national surveillance system for acute infectious conjunctivitis outbreaks. The epidemiological as well as molecular investigation on HAdV ocular infections is rather absent in Greece. which has no surveillance system for viral conjunctivitis....,biochemistry,Medical,Polymerase chain reaction,Hereditary Angioedema
83,The dopamine receptor-D4 and the dopamine transporter have been investigated for their role in attention deficit hyperactivity disorder (ADHD) in children. Reports of their genetic association with ADHD have shown mixed results. The aim of the study was to evaluate the association of variable number tandem repeats (VNTRs) of the DRD4 and DAT1 genes with ADHD in children. A pilot 1:1 case control study. with 44 clinically confirmed ADHD cases and 44 age/gender matched healthy controls. was conducted at a tertiary care centre in Mumbai. Variable number tandem repeats of DRD4 exon 3. DAT1 intron 8 and 3'UTR were genotyped by PCR-AGE. Several allele repeats of the genes were observed in the screened subjects. Statistical significance was observed for the 10R/10R genotype of the DAT1 3'UTR VNTR between cases and controls....,Psychology,Medical,Attention,Children's Health
84,Objective-Endothelial activation is implicated in atherogenesis and diabetes. The role of peroxisome proliferator-activated receptor-delta (PPAR-delta) in endothelial activation remains poorly understood. In this study. we investigated the anti-inflammatory effect of PPAR-delta and the mechanism involved. Methods and Results-In human umbilical vein endothelial cells (HUVECs). the synthetic PPAR-delta ligands GW0742 and GW501516 significantly inhibited tumor necrosis factor (TNF)-alpha-induced expression of vascular cell adhesion molecule-1 and E-selectin (assayed by real-time RT-PCR and Northern blotting). as well as the ensuing endothelial-leukocyte adhesion. Activation of PPAR-delta upregulated the expression of antioxidant genes superoxide dismutase 1. catalase. and thioredoxin and decreased reactive oxygen species production in ECs. Chromatin immunoprecipitation assays showed that GW0742 switched the association of BCL-6. a transcription repressor. from PPAR-delta to the vascular cell adhesion molecule ( VCAM)-1 promoter. Small interfering RNA reduced endogenous PPAR-delta expression but potentiated the suppressive effect of GW0742 on EC activation. which suggests that the nonliganded PPAR-delta may have an opposite effect. Conclusions-We have demonstrated that ligand activation of PPAR-delta in ECs has a potent antiinflammatory effect. probably via a binary mechanism involving the induction of antioxidative genes and the release of nuclear corepressors. PPAR-delta agonists may have a potential for treating inflammatory diseases such as atherosclerosis and diabetes....,biochemistry,Medical,Northern blotting,Heart Disease
85,Aims/hypothesis The aim of this study was to investigate changes in insulin sensitivity and expression of the gene encoding resistin (Retn) in adipocytes from long-term nitric oxide (NO)-deficient rats. Methods Male Sprague-Dawley rats received N-omega-nitro-Larginine methyl ester (L-NAME 0.5 mg/ml) in their drinking water for 4 weeks. while control rats received plain drinking water. During the experimental period. changes in plasma glucose. insulin and C-peptide levels were measured. After administration of L-NAME for 4 weeks. insulin sensitivity was evaluated in vivo and in vitro. An insulin binding assay was also performed to determine the number and binding affinity of insulin receptors in adipocytes. Adipocyte Retn mRNA levels were examined using northern blotting. Results Successful induction of NO deficiency was demonstrated by an increase in systemic blood pressure. No difference in plasma glucose levels was found between the two groups. Compared with the control rats. plasma insulin and C-peptide levels were significantly decreased in the NO-deficient rats. and insulin sensitivity was significantly increased. Insulin-stimulated glucose uptake and insulin binding capacity. but not binding affinity. were significantly increased in adipocytes isolated from NO-deficient rats. In addition. adipocyte Retn mRNA levels. but not plasma resistin levels. were significantly decreased in NO-deficient rats. and the Retn mRNA levels were negatively correlated with insulin sensitivity. Conclusions/interpretation Insulin sensitivity was increased in NO-deficient rats and this was associated with insulin binding capacity and downregulated Retn expression. These findings suggest that NO plays a regulatory role in metabolism. Dysregulation of NO production may result in the development of metabolic disorders....,biochemistry,Medical,Northern blotting,Diabetes
86,Leptin is an adipocytokine that regulates body weight. and maintains energy homeostasis by promoting reduced food intake and increasing energy expenditure. Leptin expression and secretion is regulated by various factors including hormones and fatty acids. Butyrate is a short-chain fatty acid that acts as source of energy in humans. We determined whether this fatty acid can play a role in leptin expression in fully differentiated human adipocytes. Mature differentiated adipocytes were incubated with or without increasing concentrations of butyrate. RNA was extracted and leptin mRNA expression was examined by Northern blot analysis. Moreover. the cells were incubated with regulators that may affect signals which may alter leptin expression and analyzed with Northern blotting. Butyrate stimulated leptin expression. and stimulated mitogen activated protein kinase (MAPK) and phospho-CREB signaling in a time-dependent manner. Prior treatment of the cells with signal transduction inhibitors as pertusis toxin. G(i) protein antagonist. PD98059 (a MAPK inhibitor). and wortmannin (a PI3K inhibitor) abolished leptin mRNA expression. These results suggest that butyrate can regulate leptin expression in humans at the transcriptional level. This is accomplished by: 1) G(i) protein-coupled receptors specific for short-chain fatty acids. and 2) MAPK and phosphatidylinositol-3-kinase (P13K) signaling pathways....,biochemistry,biochemistry,Northern blotting,Human Metabolism
87,Expression of the GLUT4 (glucose transporter type 4 isoform) gene in adipocytes is subject to hormonal or metabolic control. In the present study. we have characterized an adipose tissue transcription factor that is influenced by fasting/refeeding regimens and insulin. Northern blotting showed that refeeding increased GLUT4 mRNA levels for 24 h in adipose tissue. Consistent with an increased GLUT4 gene expression. the mRNA levels of SREBP (sterol-regulatory-element-binding protein)-1c in adipose tissue were also increased by refeeding. In streptozotocin-induced diabetic rats. insulin treatment increased the mRNA levels of GLUT4 in adipose tissue. Serial deletion. luciferase reporter assays and electrophoretic mobility-shift assay studies indicated that the putative sterol response element is located in the region between bases - 109 and - 100 of the human GLUT4 promoter. Transduction of the SREBP-1c dominant negative form to differentiated 3T3-L1 adipocytes caused a reduction in the mRNA levels of GLUT4. suggesting that SREBP-1c mediates the transcription of GLUT4. In vivo chromatin immunoprecipitation revealed that refeeding increased the binding of SREBP-1 to the putative sterol-response element in the GLUT4. Furthermore. treating streptozotocin-induced diabetic rats with insulin restored SREBP-1 binding. In addition. we have identified an Sp1 binding site adjacent to the functional sterol-response element in the GLUT4 promoter. The Sp1 site appears to play an additive role in SREBP-1c mediated GLUT4 gene upregulation. These results suggest that upregulation of GLUT4 gene transcription might be directly mediated by SREBP-1c in adipose tissue....,biochemistry,biochemistry,Northern blotting,Human Metabolism
88,Background: Autologous fat grafting is a prevalent technique used for softtissue augmentation; however. the poor survival rate of the grafted tissue remains a drawback of this method. Although adipose-derived stem cells (ASCs) are an attractive candidate for enhancing graft retention. the poor posttransplantation viability of these cells limits their application. Here we investigated whether overexpression of the antiapoptotic protein heat-shock protein 70 (Hsp70) could enhance ASCs' therapeutic potential for fat transplant survival. Methods: Recombinant adenoviral vectors were used to overexpress Hsp70 in ASCs isolated from a healthy woman. The Hsp70 expression was assessed by quantitative real- time polymerase chain reaction and Western blot analyses. The adipose tissue granules aspirated from anotherwomanweremixed with ASCs expressing green fluorescent protein (GFP)-tagged Hsp70 (group A) or GFP alone (group B). untreated ASCs (group C). and phosphate-buffered saline (group D). Fat mixtures were then injected subcutaneously into the backs of nude mice. and graft survival was compared after 3 months. Results: Adipose-derived stem cells transduced with recombinant adenoviral vectors exhibited significantly increased Hsp70 expression in vitro. Meanwhile. weight retention analyses demonstrated that fat grafts using the group A cell population exhibited significantly higher survival rates than the other treatment groups in vivo. Moreover. histological analyses revealed that fat grafts containing GFP-Hsp70-expressing ASCs yielded significantly lower levels of tissue fibrosis and fat cysts/vacuoles. higher capillary densities. and increased numbers of viable adipocytes than the control groups. Conclusions: Our data indicate that Hsp70 overexpression enhances the efficacy of ASC therapy by improving the survival and quality of the transplanted fat tissues....,biochemistry,Medical,Polymerase chain reaction,Osteoarthritis
89,Angiogenesis. a process induced by hypoxia in visceral white adipose tissues (vWAT) in the context of obesity. mediates obesity-induced metabolic dysfunction and insulin resistance. Chronic intermittent hypoxia (IH) and sustained hypoxia (SH) induce body weight reductions and insulin resistance of different magnitudes. suggesting different hypoxia inducible factor (HIF)-1 alpha-related activity. Eight-week-old male C57BL/6J mice (n = 10-12/group) were exposed to either IH. SH. or room air (RA). vWAT were analyzed for insulin sensitivity (phosphorylated (pAKT)/AKT). HIF-1 alpha transcription using chromatin immunoprecipitation (ChIP)-sequencing. angiogenesis using immunohistochemistry. and gene expression of different fat cell markers and HIF-1 alpha gene targets using quantitative polymerase chain reaction or microarrays. Body and vWAT weights were reduced in hypoxia (SH >IH >RA; P>>SH = RA; P < 0.001). IH induces preferential whitening of vWAT. as opposed to prominent browning in SH. Unlike SH. IH elicits early HIF-1 alpha activity that is unsustained over time and is accompanied by concurrent vascular rarefaction. inflammation. and insulin resistance. Thus. the dichotomous changes in HIF-1 alpha transcriptional activity and brown/beige/white fat balance in IH and SH should enable exploration of mechanisms by which altered sympathetic outflow. such as that which occurs in apneic patients. results in whitening. rather than the anticipated browning of adipose tissues that occurs in SH....,biochemistry,Medical,Polymerase chain reaction,Diabetes
90,Adipose tissue is a rich source of multipotent mesenchymal stem-like cells. located in the perivascular niche. Based on their surface markers. these have been assigned to two main categories: CD31(-)/CD45(-)/CD34(+)/CD146(-) cells (adventitial stromal/stem cells [ASCs]) and CD31(-)/CD45(-)/CD34(-)/CD146(+) cells (pericytes [PCs]). These populations display heterogeneity of unknown significance. We hypothesized that aldehyde dehydrogenase (ALDH) activity. a functional marker of primitivity. could help to better define ASC and PC subclasses. To this end. the stromal vascular fraction from a human lipoaspirate was simultaneously stained with fluorescent antibodies to CD31. CD45. CD34. and CD146 antigens and the ALDH substrate Aldefluor. then sorted by fluorescence-activated cell sorting. Individual ASCs (n=67) and PCs (n=73) selected from the extremities of the ALDH-staining spectrum were transcriptionally profiled by Fluidigm single-cell quantitative polymerase chain reaction for a predefined set (n=429) of marker genes. To these single-cell data. we applied differential expression and principal component and clustering analysis. as well as an original gene coexpression network reconstruction algorithm. Despite the stochasticity at the single-cell level. covariation of gene expression analysis yielded multiple network connectivity parameters suggesting that these perivascular progenitor cell subclasses possess the following order of maturity: (a) ALDH(br)ASC (most primitive); (b) ALDH(dim)ASC; (c) ALDH(br)PC; (d) ALDH(dim)PC (least primitive). This order was independently supported by specific combinations of class-specific expressed genes and further confirmed by the analysis of associated signaling pathways. In conclusion. single-cell transcriptional analysis of four populations isolated from fat by surface markers and enzyme activity suggests a developmental hierarchy among perivascular mesenchymal stem cells supported by markers and coexpression networks. Stem Cells2017;35:1273-1289...,biochemistry,Medical,Polymerase chain reaction,Cancer
91,Extensive research has been performed to determine the effect of freezing protocol and cryopreservation agents on the viability of adipose tissue-derived stromal/stem cells (ASCs) as well as other cells. Unfortunately. the conclusion one may draw after decades of research utilizing fundamentally similar cryopreservation techniques is that a barrier exists. which precludes full recovery. We hypothesize that agents capable of inducing a subset of heat shock proteins (HSPs) and chaperones will reduce the intrinsic barriers to the post-thaw recovery of ASCs. ASCs were exposed to 43 degrees C for 1 h to upregulate HSPs. and the temporal HSP expression profile postheat shock was determined by performing quantitative polymerase chain reaction (PCR) and western blotting assays. The expression levels of HSP70 and HSP32 were found to be maximum at 3 h after the heat shock. whereas HSP90 and HSP27 remain unchanged. The heat shocked ASCs cryopreserved during maximal HSPs expression exhibited increased post-thaw viability than the nonheat shocked samples. Histochemical staining and quantitative reverse transcription-PCR indicated that the ASC differentiation potential was retained. Thus. suggesting that the upregulation of HSPs before a freezing insult is beneficial to ASCs and a potential alternative to the use of harmful cryoprotective agents....,biochemistry,biochemistry,Polymerase chain reaction,Cell biology
92,The long-term effect of feeding the catecholamine analog ractopamine (RAC; ractopamine hydrochloride. Elanco Animal Health. Indianapolis. IN) on the expression of genes involved in energy and lipid metabolism in subcutaneous adipose tissue was studied. Large White pigs (84 kg) were fed corn- and soybean meal-based diets supplemented with 0. 20. or 60 mg/kg of RAC for 14. 28. or 42 d. Expression (mRNA abundance) in adipose tissue of sterol regulatory binding protein-1 (SREBP-1). PPAR alpha. PPAR gamma 2. fatty acid synthase (FAS). glucose transporter 4 (GLUT4). and stearoyl-CoA desaturase was determined by Northern blotting. Feed intakes did not differ. and RAC (20 and 60 mg/kg) improved BW gain at d 14. 28. and 42 (P < 0.05) and increased loin eye area (measured on d 42 only; P < 0.05). Expression of SREBP-1 and PPAR gamma 2 declined (P < 0.05) with RAC by d 28 and 42. whereas expression of PPAR alpha was increased (P < 0.05) on d 14. 28. and 42. After 14 d. expression of FAS and GLUT4 was decreased (P < 0.05) with 60 mg/kg of RAC. whereas both RAC concentrations attenuated FAS expression on d 28 and 42. Overall. adipose tissue stearoyl-CoA desaturase expression was not affected by RAC but showed somewhat less expression (P < 0.15) on d 28 at 60 mg/kg of RAC. Although prolonged. chronic RAC feeding most likely downregulates adipose tissue membrane beta-adrenergic receptors. mRNA abundances of anabolic lipid metabolism transcription factors. glucose transporters. and enzymes (SREBP-1. PPAR gamma 2. FAS. GLUT4) were still attenuated up to d 42. Conversely. a transcription factor related to oxidative metabolism expression (PPAR alpha) was enhanced. We conclude that even after 42 d. RAC still decreased expression of lipogenic genes in adipose tissue by yet undefined cyclic adenosine monophosphate-directed mechanisms. but in contemporary lean pigs. this effect is likely of limited practical significance....,biochemistry,biochemistry,Northern blotting,Genetics
