idx,abstract,true_domain,predicted_domain,true_area,predicted_area
6,In this paper a new framework is introduced to develop a coupled active and reactive market in distribution networks. Distributed energy resources (DERs) such as synchronous machine-based distributed generations and wind turbines offer their active and reactive powers to the proposed market. For the considered DERs. multicomponent reactive power bidding structures are introduced based on their capability curves. Also. the hourly speed variations of wind turbines are considered in the proposed model. A distribution company buys active and reactive powers from a wholesale market and sells them via this market. The demand side is active. and responsive loads or aggregators can participate in the market using a demand bidding/buyback program. The objective function of the proposed market is to minimize the active and reactive power costs of DERs and distribution companies. the penalty cost of CO2 emission. and the cost of running a demand bidding/buyback program. The effectiveness of the proposed method is examined on a 22-bus 20-kV radial distribution test system....,ECE,ECE,Electricity,Electrical network
7,A highly reconfigurable merged analog baseband (MABB) with not only tunable bandwidth (BW). gain. and order but also reconfigurable power. noise. and linearity is proposed for multistandard integrated wireless receivers in this brief. The MABB could arrange the total gain to different stages for noise and linearity tradeoffs by introducing the merged biquad topology. To save power. the operational amplifier (Opamp) for the proposed MABB can reduce the GBW. as long as it meets the GBW requirement for different BW. gain. and order. A flexible power-efficient high-GBW Opamp with an adaptive common-mode bias circuit is also proposed for the eighth-order active-RC MABB. The proposed MABB covers a cutoff frequency range from 200 kHz to 20 MHz. whereas the gain could be tuned between 0 and 72 dB. The proposed highly reconfigurable MABB is suitable for multistandard integrated wireless receivers....,ECE,ECE,Operational amplifier,Analog signal processing
8,With the development of integrated circuits. the fully integrated continuous time filter has been focused widely. A Nth-order universal filter based on Current Feedback Operational Amplifier (CFOA) is proposed. Compared with available circuits. the proposed circuit using less components (2n CFOAs. n capacitors. and 3n resistors) can realize the universal filter functions without changing circuit configuration. and the operating frequency of proposed filter circuit is at least 10 MHz. All of capacitors in proposed circuit are grounded. this is another benefit from integration point of view. PSPICE simulations have been carried out using 0.18 mu m CMOS technology. and sensitivity analysis of proposed Nth-order low-pass filter circuit is completed. (C) 2015 Elsevier GmbH. All rights reserved....,ECE,ECE,Operational amplifier,Operational amplifier
9,This paper presents different state feedback approaches of finite control set model predictive control (FCS-MPC) applied to a grid-connected voltage-source converter (VSC) with an LCL filter. Besides converter-side current feedback. two multivariable control approaches and line-side current control are introduced and compared based on theoretical and experimental evaluation. As the LCL filter introduces an additional resonance frequency to the system. the use of different active damping (AD) methods in combination with FCS-MPC is discussed. Furthermore. practical control implementation issues are discussed. The presented methods reveal the great potential. high dynamic performance. and flexibility of FCS-MPC. enabling multivariable control as well as both reduced switching losses and low harmonic current distortion at the same time. Eventually. the feasibility of the theoretical control concepts is shown in a laboratory environment....,ECE,ECE,Digital control,Control engineering
10,Capacitor current feedback active damping is extensively used in grid-connected converters with an LCL filter. However. systems tends to become unstable when the digital control delay is taken into account. especially in low switching frequencies. This paper discusses this issue by deriving a discrete model with a digital control delay and by presenting the stable region of an active damping loop from high to low switching frequencies. In order to overcome the disadvantage of capacitor current feedback active damping. this paper proposes a modified approach using grid current and converter current for feedback. This can expand the stable region and provide sufficient active damping whether in high or low switching frequencies. By applying the modified approach. the active damping loop can be simplified from fourth-order into second-order. and the design of the grid current loop can be simplified. The modified approach can work well when the grid impedance varies. Both the active damping performance and the dynamic performance of the current loop are verified by simulations and experimental results....,ECE,ECE,Digital control,Digital control
11,The high-power grid-connected inverters with LCL filters have been widely used. Current control plays a key role in the grid-connected inverter control system. To cope with the inherent resonance of the LCL filter. active damping (AD) methods are usually employed. However. the AD performance is impaired by control delays which are introduced in the digital control implementation process. Besides. the lag phase due to control delays limits the system bandwidth and stability margin. The effects of control delays are more noteworthy in the high-power grid-connected inverter due to its low switching frequency. This paper investigates the current control strategy based on multisampling for the high-power grid-connected inverter with the LCL filter. First. the multisampled AD scheme is studied. which can reduce control delays effectively and improve AD performance. Besides. the multisampled control without additional damping whether passive or active is researched. Through the inverter-side current feedback. the system can realize single-current-loop control based on multisampling. Thus. the control system is simplified and it can be stable. and achieve better dynamic performance. Finally. experimental results show that the proposed control schemes are effective....,ECE,ECE,Digital control,Control engineering
12,Resonant poles of LCL filters may challenge the entire system stability especially in digital-controlled pulse width modulation (PWM) inverters. In order to tackle the resonance issues. many active damping solutions have been reported. For instance. a notch filter can be employed to damp the resonance. where the notch frequency should be aligned exactly to the resonant frequency of the LCL filter. However. parameter variations of the LCL filter as well as the time delay appearing in digital control systems will induce resonance drifting. and thus break this alignment. possibly deteriorating the original damping. In this paper. the effectiveness of the notch filter-based active damping is first explored. considering the drifts of the resonant frequency. It is revealed that when the resonant frequency drifts away from its nominal value. the phase lead or lag introduced by the notch filter may make itself fail to damp the resonance. Specifically. the phase lag can make the current control stable despite of the resonant frequency drifting. when the grid current is fed back. In contrast. in the case of an inverter current feedback control. the influence of the phase lead or lag on the active damping is dependent on the actual resonant frequency. Accordingly. in this paper. the notch frequency is designed away from the nominal resonant frequency to tolerate the resonance drifting. being the proposed robust active damping. Simulations and experiments performed on a 2.2-kW three-phase grid-connected PWM inverter verify the effectiveness of the proposed design for robust active damping using digital notch filters....,ECE,ECE,Digital control,Digital control
13,Control of the LCL-type three-phase grid-connected converter is difficult due to high resonance peak of the LCL filter. Active damping is the state-of-the-art solution to this problem. but the damping performance will be affected by the inherent time delay of digital control. especially for high-power low switching frequency applications. Based on a discrete-time stability analysis of an LCL-type converter with capacitor-current-feedback active damping. a simple and effective time delay compensation method. which is based on area equalization concept. is proposed. The method can reduce the negative impact of the computation delay significantly. It has the potential to serve as a general solution to time delay compensation of a digitally controlled PWM converter. The validity of the proposed method is proved by experimental results....,ECE,ECE,Digital control,Digital control
14,The wind power generation techniques are continuing to develop and increasing numbers of doubly fed induction generator (DFIG)-based wind power systems are connecting to the on-shore and off-shore grids. local standalone weak networks. and microgrid applications. The impedances of the weak networks are too large to be neglected and require careful attention. Due to the impedance interaction between the weak network and the DFIG system. both subsynchronous resonance (SSR) and high-frequency resonance (HFR) may occur when the DFIG system is connected to the series or parallel compensated weak network. This paper will discuss the SSR and the HFR phenomena based on the impedance modeling of the DFIG system and the weak networks. and the cause of these two resonances will be explained in details. The following factors will be discussed in this paper: 1) transformer configuration; 2) different power scale of DFIG system with different parameters; 3) L or LCL filter adopted in the grid side converter (GSC); 4) rotor speed; 5) current closed-loop controller parameters; and 6) digital control delay. On the basis of the analysis. active damping strategies for HFR using virtual impedance concept will be proposed....,ECE,ECE,Digital control,Electrical network
15,Energy storage systems (ESSs) are generally planned based on the active power. While. reactive power is another important aspect of the ESSs that has not been adequately addressed and discussed. Moreover. ESSs are often managed individually. but coordinated planning on the ESSs and distributed generators (DGs) may result in more suitable outcomes. In order to address these issues. a coordinated ESS and DG planning is presented in this paper. In the proposed planning. the place and capacity of the ESSs and DGs are determined at the same time. The active and reactive powers are included in the planning for both the ESSs and DGs. In other words. the optimal active and reactive capacities are denoted for both the ESSs and DGs on the network. The proposed coordinated ESS and DG planning is carried out on a radial distribution network under deregulated electricity market. Objective function of the proposed planning is to maximize the profit of distribution company (DISCO) subject to the secure operation of the network. The planning is expressed as a nonlinear. mixed integer optimization problem and solved by advanced PSO as a strong Meta-heuristic optimization technique. Simulation results demonstrate the great impacts of the proposed planning on the network. The results demonstrate the priority of the proposed coordinated DG and ESS planning compared to the individual ESS planning. Additionally. it is verified that considering reactive power of the DGs and ESSs changes the results of the planning and provides more realistic and reasonable outputs. The proposed planning significantly increases DISCO profit while guarantees the safe operation of the network through satisfying several security constraints....,ECE,ECE,Electricity,Electrical network
16,In this paper we present an analysis of the voltage amplifier needed for double differential (DD) sEMG measurements and a novel. very simple circuit for implementing DD active electrodes. The three-input amplifier that standalone DD active electrodes require is inherently different from a differential amplifier. and general knowledge about its design is scarce in the literature. First. the figures of merit of the amplifier are defined through a decomposition of its input signal into three orthogonal modes. This analysis reveals a mode containing EMG crosstalk components that the DD electrode should reject. Then. the effect of finite input impedance is analyzed. Because there are three terminals. minimum bounds for interference rejection ratios due to electrode and input impedance unbalances with two degrees of freedom are obtained. Finally. a novel circuit design is presented. including only a quadruple operational amplifier and a few passive components. This design is nearly as simple as the branched electrode and much simpler than the three instrumentation amplifier design. while providing robust EMG crosstalk rejection and better input impedance using unity gain buffers for each electrode input. The interference rejection limits of this input stage are analyzed. An easily replicable implementation of the proposed circuit is described. together with a parameter design guideline to adjust it to specific needs. The electrode is compared with the established alternatives. and sample sEMG signals are obtained. acquired on different body locations with dry contacts. successfully rejecting interference sources....,ECE,ECE,Operational amplifier,Electrical circuits
17,The performance of some Fourier transform based fundamental current detection algorithms is evaluated and compared in this paper. Some difficult conditions are imposed by a load which draws a highly distorted current with a slight fluctuation. i. e. with non-equal semi-periods. The implemented algorithms are Recursive Discrete Fourier Transform (RDFT). Discrete Fourier Transform (DFT) implemented through a Finite Impulse Response (FIR) filter and respectively the Fast Fourier Transform (FFT) with Butterfly operation and radix-2 decimation in time (DIT). A digital signal processor (DSP) based solution is used for real-time implementation. namely a dSPACE 1103 controller development board. MATLAB/Simulink software is used for the design of the algorithms because it provides specialized tools and blocks. For the performance comparison one used criteria like total harmonic distortion (THD) and settling time of detected fundamental current and also the run time for the DSP. This study may be useful as a guide for engineers in selecting the suitable Fourier transform based control algorithm for active power filters or other grid-synchronized equipments which are operating in difficult load conditions....,ECE,ECE,Digital control,Digital control
18,A high-efficiency. high-power-density buffer architecture is proposed for power pulsation decoupling in power conversion between dc and single-phase ac. We present an active decoupling solution that yields improved efficiency and reduced circuit complexity compared to existing solutions. In the proposed architecture. the main energy storage capacitor is connected in series with an active buffer converter across the dc bus. The series-stacked capacitor blocks the majority of the dc bus voltage to reduce the voltage stress on the buffer converter. such that fast. low-voltage transistors can be employed for the buffer converter. Moreover. the series capacitor provides the majority of the power pulsation decoupling through a wide voltage swing. and the buffer converter only needs to process a small fraction of the total power of the entire architecture. allowing a very small active circuit volume and very high system efficiency. The circuit operation and design constraints are analyzed in detail. In the proposed buffer architecture. the series stacking of a nearly lossless capacitor and a lossy converter presents a challenge of capacitor voltage balancing and power loss compensation. We propose a control scheme exploiting the small ripple in the bus voltage and dc input current to compensate for the power loss in the buffer converter while maintaining the voltage balance. Light-load techniques are also introduced to ensure that the buffer architecture meets strict ripple requirements while providing sufficient loss compensation. A 2-kW hardware prototype based on low-voltage GaN switches has been built to demonstrate the performance of the proposed solution. A power density of 25W/cm(3) (410 W/in(3)) by rectangular box volume and an efficiency above 98.9% across a wide load range has been experimentally verified....,ECE,ECE,Digital control,Single-phase electric power
19,A power divider/combiner circuit. which simultaneously achieves wide bandwidth. flat gain characteristics. and bidirectional operation. is proposed for multichannel broadband system applications. The proposed circuit utilizes cascode-based bidirectional amplifier cores. which steer the operation modes between a divider and a combiner depending on the control input. and a two-stage distributed-amplifier topology with artificial transmission lines. Implemented in a 130-nm silicon-germanium BiCMOS technology platform. the proposed divider/combiner provides the advantage of seamless integration with digital control blocks. The power divider/combiner exhibits the flat in-band gain of 9 dB and the operational bandwidth of 2-22 GHz. which covers S-. C-. X-. and Ku-bands. In addition. it shows the amplitude imbalance of 0.8 dB. the phase imbalance of 3.5 degrees. the port-to-port isolation of 22 dB. the output 1-dB compression point of 3 dBm. and good impedance matching under 100-mW dc power consumption....,ECE,ECE,Digital control,Electrical circuits
20,Equivalently implementing a generalized memristor by using common components and then making a nonlinear circuit with a reliable property. are conducive to experimentally exhibit the nonlinear phenomena of the memristive chaotic circuit and show practical applications in generating chaotic signals. Firstly. based on a memristive diode bridge circuit. a new first-order actively generalized memristor emulator is constructed with no grounded restriction and ease to realize. The mathematical model of the emulator is established and its fingerprints are analyzed by the pinched hysteresis loops with different sinusoidal voltage stimuli. The results verified by experimental measurements indicate that the emulator uses only one operational amplifier and nine elementary electronic circuit elements and is an active voltage-controlled generalized memristor. Secondly. by parallelly connecting the proposed emulator to a capacitor and then linearly coupling with an RC bridge oscillator. a memristor based chaotic circuit without any inductance element is constructed. The dynamical model of the inductorless memristive chaotic circuit is established and the phase portraits of the chaotic attractor with typical circuit parameters are obtained numerically. The dissipativity. equilibrium points. and stabilities are derived. which indicate that in the phase space of the inductorless memristive chaotic circuit there exists a dissipative area where are distributed two unstable nonzero saddle-foci and a non-dissipative area containing an unstable origin saddle point. Furthermore. by utilizing the bifurcation diagram. Lyapunov exponent spectra. and phase portraits. the dynamical behaviors of the inductorless memristive chaotic circuit are investigated. Results show that with the evolution of the parameter value of the coupling resistor. the complex nonlinear phenomena of the coexisting bifurcation modes and coexisting attractors under two different initial conditions of the state variables can be found in the inductorless memristive chaotic circuit. Finally. a prototype circuit with the same circuit parameters for numerical simulations is developed. from which it can be seen that the prototype circuit has a simple circuit structure and is inexpensive and easy to practically fabricate with common components. Results of both the experimental measurements and the numerical simulations are consistent. verifying the validity of the theoretical analyses....,ECE,ECE,Operational amplifier,Electrical circuits
21,Transformation of research in all biological fields necessitates the design. analysis and. interpretation of large data sets. Preparing students with the requisite skills in experimental design. statistical analysis. and interpretation. and mathematical reasoning will require both curricular reform and faculty who are willing and able to integrate mathematical and statistical concepts into their life science courses. A new Faculty Learning Community (FLC) was constituted each year for four years to assist in the transformation of the life sciences curriculum and faculty at a large. Midwestern research university. Participants were interviewed after participation and surveyed before and after participation to assess the impact of the FLC on their attitudes toward teaching. perceived pedagogical skills. and planned teaching practice. Overall. the FLC had a meaningful positive impact on participants' attitudes toward teaching. knowledge about teaching. and perceived pedagogical skills. Interestingly. confidence for viewing the classroom as a site for research about teaching declined. Implications for the creation and development of FLCs for science faculty are discussed. (C) 2016 by The International Union of Biochemistry and Molecular Biology...,biochemistry,biochemistry,Molecular biology,Molecular biology
22,An active matrix organic light emitting diode (AMOLED) display driver IC. enabling real-time thin-film transistor (TFT) nonuniformity compensation. is presented with a hybrid driving method to satisfy fast driving speed. high TFT current accuracy. and a high aperture ratio. The proposed hybrid column-driver IC drives a mobile UHD (3840 x 2160) AMOLED panel. with one horizontal time of 7.7 mu s at a scan frequency of 60 Hz. simultaneously senses the TFT current for back-end TFT variation compensation. Due to external compensation. a simple 3T1C pixel circuit is employed in each pixel. Accurate current sensing and high panel noise immunity is guaranteed by a proposed current-sensing circuit. By reusing the hybrid column-driver circuitries. the driver embodies an 8 bit current-mode ADC to measure OLED V-I transfer characteristic for OLED luminance-degradation compensation. Measurement results show that the hybrid driving method reduces the maximum current error between two emulated TFTs with a 60 mV threshold voltage difference under 1 gray-level error of 0.94 gray level (37 nA) in 8 bit gray scales from 12.82 gray level (501 nA). The circuit-reused current-mode ADC achieves 0.56 LSB DNL and 0.75 LSB INL....,ECE,ECE,Operational amplifier,Analog signal processing
23,\There are many factors that affect the performance of active power filter. which is a key factor for command current tracking control. Aiming at the deficiency of traditional PR controller. this paper puts forward an improved PR controller-vector resonant controller. The controller has the advantages of stronger anti-interference ability and greater gain at the resonance point. and it can improve the accuracy of harmonic compensation in the current compensation control. In this paper. the digital controller in the digital control system has been given a detailed design. Finally. the experimental results show that the control strategy can further reduce the harmonic content and improve the compensation accuracy....,ECE,ECE,Digital control,Digital control
24,This paper presents a power electronic converter used to redistribute the power among the phases in unbalanced power systems. which is supposed to be designed based on the involved degree of unbalance. A bidirectional converter is chosen for this purpose. whose modeling is presented in the dq0 system. This solution can be considered as part of a unified control system. where conventional active power filters may be solely responsible for compensating harmonics and/or the tuning of passive filters becomes easier. with consequent reduction in involved costs in a decentralized approach. The adopted control strategy is implemented in digital signal processor TMS320F2812. while experimental results obtained from an experimental prototype rated at 17.86 kVA are properly discussed considering that the converter is placed at the secondary side of a transformer supplying three distinct single-phase loads. It is effectively shown that the converter is able to balance the currents in the transformer phases. thus leading to the suppression of the neutral current....,ECE,ECE,Digital control,Digital control
25,This paper reports a source follower-based active RC filter topology for RF front-ends in wideband systems. In the proposed active RC filter. the noise figure and bandwidth are improved through adopting the proposed sub-1 Omega Z(out) source follower. which replaces the conventional operational amplifier-based unity gain buffer and through simply changing its location in the filter. Applying the proposed scheme to the conventional Sallen-Key filter also improves the stopband rejection performance. Furthermore. the proposed filter topology ultimately suppresses the DC offset voltage and flicker noise of the unity gain buffer. which is the only active circuit in the filter. The proposed biquad filter is implemented in 0.18 mu m CMOS and the measurements exhibit >26 dBm IIP3. +12 dBm input P-1dB. and <15 dB noise figure over 50-450 MHz of a 6 bit tunable frequency range. The proposed biquad filter consumes 14 mA from a 1.8 V supply and the chip occupies 1000x500 mu m(2)....,ECE,ECE,Operational amplifier,Analog signal processing
26,Recently. we have reported on a compact microcontroller-based unit developed to accurately synchronize excimer laser pulses (Mingesz et al. 2012 Fluct. Noise Lett. 11. 1240007 (doi:10.1142/S021947751240007X)). We have shown that dithering based on random jitter noise plus pseudorandom numbers can be used in the digital control system to radically reduce the long-term drift of the laser pulse from the trigger and to improve the accuracy of the synchronization. In this update paper. we present our new experimental results obtained by the use of the delay-controller unit to tune the timing of a KrF excimer laser as an addition to our previous numerical simulation results. The hardware was interfaced to the laser using optical signal paths in order to reduce sensitivity to electromagnetic interference and the control algorithm tested by simulations was applied in the experiments. We have found that the system is able to reduce the delay uncertainty very close to the theoretical limit and performs well in real applications. The simple. compact and flexible system is universal enough to also be used in various multidisciplinary applications....,ECE,ECE,Digital control,Digital control
27,The current-mode first-order allpass filter (APP) using only the active elements has been studied in the present paper. The proposed circuit comprises two operational transconductance amplifiers (OTAs) and one operational amplifier (OA) which is suitable to future development into an integrated circuit. The pole frequency and phase response can be electronically adjusted with changing the dc bias currents of OTAs. The APF has high output impedance. which is easy to cascade in high-order filter or drive load without using a buffering device. The current-mode quadrature oscillator is included to show the usability of the proposed filter. The results of PSPICE simulation are accordant with the theoretical analysis....,ECE,ECE,Operational amplifier,Analog signal processing
28,An 8th-order Cheybshev-II ladder active-RC BPF was fabricated in a 40 nm CMOS low-leakage digital process. A new technique to design for zero capacitance spread (ZCS) is reported to enable the application of integrator frequency compensation (IFC). Combined with wideband op-amps employing a current-reusing. split-path feed-forward compensation (FFC) technique. significant power savings is achieved in a standard 40 nm CMOS process. The BPF measures a center frequency (CF) of 85-225 MHz and four programmable bandwidth-to-center frequency (BW/CF) ratios of 5%-40%. Both the CF and BW/CF ratio are digitally programmable. It also measures a maximum in-band IIP3 of 31 dBm at 0 dB gain and a maximum in-band frequency-response deviation of 0.2 dB while consuming 33 mA from a 1.5 V supply....,ECE,ECE,Operational amplifier,Analog signal processing
29,Aims: Activin E is a newly identified member of the transforming growth factor-beta superfamily. To assess the role of activin E in glucose/energy metabolism. we investigated the transcriptional regulation of activin E in the liver. Main methods: Northern blotting. Western blotting. quantitative real-time polymerase chain reaction (PCR). reporter assays and chromatin immunoprecipitation assays were used in this study. Key findings: Insulin up-regulated activin E expression at the mRNA and protein level in HepG2 cells. Reporter assays revealed that the putative. functional. promoter sequence of human activin E gene was responsible for the effect of insulin. Mutational analysis of the promoter revealed that CCAAT/enhancer-binding proteins (C/EBPs) play a key role in regulating activin E expression and in the stimulatory effect of insulin on activin E transcription. Chromatin immunoprecipitation assays revealed that the C/EBPs can bind to the activin E promoter in HepG2 cells. The expression of activin E mRNA was up-regulated in the liver of diet-induced obese mice. Significance: These observations suggest that activin E plays a pathophysiological role in glucose metabolism. (C) 2009 Elsevier Inc. All rights reserved....,biochemistry,biochemistry,Northern blotting,Human Metabolism
30,Background and purpose: Few studies have examined why some patients with dementia stop attending medical consultations. We conducted a retrospective study to investigate factors associated with discontinuous clinic attendance. Methods: Participants were 988 patients with dementia from university hospital (UH) clinics and affiliated local hospital (LH) clinics. We compared continuous and discontinuous attenders on cognitive and affective functions and activities of daily living (ADL). and also compared UH and LH patients (UH: continuous. n = 176; discontinuous. n = 207; LH: continuous. n = 418; discontinuous. n = 187). Results: The total annual rate of discontinuation was 8.0%. and the mean period of attendance before discontinuation was 2.2 2.4 years (UH. 2.8 +/- 3.0; LH. 1.5 +/- 1.3. P < 0.01). Scores for the Mini-Mental State Examination. Hasegawa Dementia Scale - Revised. Geriatric Depression Scale. apathy scale. Abe's behavioral and psychological symptoms of dementia (BPSD) score. and ADL were significantly worse in the discontinuous group than the continuous group for both UH and LH patients (P < 0.01). The best predictor of discontinuation was ADL decline (UH and LH) and Abe's BPSD score (UH). The most common reason for discontinuation was returning to the family doctor (39.1% for UH). and cessation of hospital attendance at their own discretion (35.3% for LH). Conclusions: We identified the main reasons for discontinuation of attendance as returning to the family doctor and cessation of hospital attendance at their own discretion. The best predictors of discontinuation were ADL decline and worsening BPSD. There were significant differences in discontinuation between UH and LH patients with dementia....,Psychology,Medical,Depression,Dementia
31,This paper presents the A-Diakoptics methodology (Diakoptics based on actors) for the high performance simulation of microgrids. Microgrids are clusters of loads and microsources that operate within a single controllable system. which provides electricity and heat to its local area even if they get separated from the distribution system. Several commercial solutions are addressing this topic using numerous methods; however. to keep the computing time required to solve the system when the size of the system grows represents a major challenge. In this paper. this challenge is addressed by separating the distribution grid in independent subnetworks. Then. for the computational implementation. each subnetwork is assigned to an independent solver using the actor model. As a result. the solution algorithm is composed of multiple parallel and concurrent solvers. These exchange information using high-speed communication interfaces for reducing the computational burden without losing accuracy. A-Diakoptics is an advanced algorithm that combines existing methods for simulating large distribution systems; these methods are upgraded to make them suitable for parallel processing and to cover the basic needs for the simulation of smart grid applications....,ECE,ECE,Electricity,Electrical network
32,This paper presents a digital control technique to achieve valley switching in a bidirectional flyback converter used to drive a dielectric electroactive polymer-based capacitive incremental actuator. This paper also provides the design of a low input voltage (24 V) and variable high output voltage (0-2.5 kV) bidirectional dc-dc flyback converter for driving a capacitive incremental actuator. The incremental actuator consists of three electrically isolated-mechanically connected capacitive actuators. It requires three high-voltage (HV) (2-2.5 kV) bidirectional dc-dc converters to accomplish the incremental motion by charging and discharging the capacitive actuators. The bidirectional flyback converter employs a digital controller to improve the efficiency and charge/discharge speed using the valley switching technique during both charge and discharge processes. without the need to sense signals on the output HV side. Experimental results verifying the bidirectional operation of a HV flyback converter are presented using a 3-kV polypropylene-film capacitor as the load. The energy-loss distributions of the converter are presented when 4- and 4.5-kV HV MOSFETs are used on HV side. The flyback prototype with a 4 kV MOSFET demonstrated 89% charge energy efficiency to charge the capacitive load from 0 V to 2.5 kV. and 84% discharge energy efficiency to discharge it from 2.5 kV to 0 V....,ECE,ECE,Digital control,Digital control
33,The mother's immune system has to adapt to pregnancy accepting the semi-allograft fetus and preventing harmful effects to the developing child. Aberrations in feto-maternal immune adaptation may result in disease of the mother. such as liver injury. Five pregnancy-associated liver disorders have been described so far. however. little is known concerning immune alterations promoting the respective disease. These liver disorders are pre-eclampsia. hemolysis. elevated liver enzymes. low platelet count (HELLP). acute fatty liver. hyperemesis gravidarum. and intrahepatic cholestasis of pregnancy. On the other hand. pre-existing autoimmune liver injury of the mother can be affected by pregnancy. This review intends to summarize current knowledge linking feto-maternal immunology and liver inflammation with a special emphasis on novel potential biomarkers....,biochemistry,Medical,Immunology,Myelofibrosis
34,Background: Reporting new cases of enterovirus (EV)-D68-associated acute flaccid myelitis (AFM) is essential to understand how the virus causes neurological damage and to characterize EV-D68 strains associated with AFM. Case presentation: A previously healthy 4-year-old boy presented with sudden weakness and limited mobility in his left arm. Two days earlier. he had an upper respiratory illness with mild fever. At admission. his physical examination showed that the child was febrile (38.5 degrees C) and alert but had a stiff neck and weakness in his left arm. which was hypotonic and areflexic. Cerebrospinal fluid (CSF) examination showed a mild increase in white blood cell count (80/mm(3). 41% neutrophils) and a slightly elevated protein concentration (76 gm/dL). Bacterial culture and molecular biology tests for detecting viral infection in CSF were negative. The patient was then treated with intravenous ceftriaxone and acyclovir. Despite therapy. within 24 h. the muscle weakness extended to all four limbs. which exhibited greatly reduced mobility. Due to his worsening clinical prognosis. the child was transferred to our Pediatric Intensive Care Unit; at admission he was diagnosed with acute flaccid paralysis of all four limbs. Brain magnetic resonance imaging (MRI) was negative. except for a focal signal alteration in the dorsal portion of the medulla oblongata. also involving the pontine tegmentum. whereas spine MRI showed an extensive signal alteration of the cervical and dorsal spinal cord reported as myelitis. Signal alteration was mainly localized in the central grey matter. most likely in the anterior horns. Molecular biology tests performed on nasopharyngeal aspirate and on bronchoalveolar lavage fluid were negative for bacteria but positive for EV-D68 clade B3. Plasmapheresis was performed and corticosteroids and intravenous immunoglobulins were administered. After 4 weeks of treatment. the signs and symptoms of AFM were significantly reduced. although some weakness and tingling remained in the patient's four limbs. MRI acquired after 3 weeks showed that the previously reported alterations were no longer present. Conclusion: This case suggests that EV-D68 is a neurotropic agent that can cause AFM and strains are circulating in Europe. EV-D68 disease surveillance is required to better understand EV-D68 pathology and to compare various strains that cause AFM....,biochemistry,Medical,Molecular biology,Multiple Sclerosis
35,Acute Graft-versus-Host Disease (GvHD) remains a major complication of allogeneic haematopoietic stem cell transplantation. with a significant proportion of patients failing to respond to first-line systemic corticosteroids. Reliable biomarkers predicting disease severity and response to treatment are warranted to improve its management. Thus. we sought to determine whether pentraxin 3 (PTX3). an acutephase protein produced locally at the site of inflammation. could represent a novel acute GvHD biomarker. Using a murine model of the disease. we found increased PTX3 plasma levels after irradiation and at GvHD onset. Similarly. plasma PTX3 was enhanced in 115 pediatric patients on day of transplantation. likely due to conditioning. and at GvHD onset in patients experiencing clinical symptoms of the disease. PTX3 was also found increased in skin and colon biopsies from patients with active disease. Furthermore. PTX3 plasma levels at GvHD onset were predictive of disease outcome since they resulted significantly higher in both severe and therapyunresponsive patients. Multiple injections of rhPTX3 in the murine model of GvHD did not influence the disease course. Taken together. our results indicate that PTX3 constitutes a biomarker of GvHD severity and therapy response useful to tailor treatment intensity according to early risk-stratification of GvHD patients....,biochemistry,Medical,Immunology,Myelofibrosis
36,Objective and design Cisplatin-based chemotherapy has been widely used in the perioperative period of cancer surgery. which exacerbates the risk of renal injury. In this study. we examined whether dexmedetomidine (DEX). a commonly used anesthetic adjuvant. shows a protective effect against cisplatin-induced acute kidney injury. Materials Acute kidney injury in mice was induced by cisplatin. Treatments Mice were administered with DEX 25 mu g/kg or atipamezole 250 mu g/kg (once a day. for 3 days) after cisplatin treatment. Methods The renal function and tubular damage score were evaluated at 72 h following cisplatin administration. Apoptotic tubular cells were detected by TUNEL assay. Caspase-3. p53. Bax. F4/80(+) macrophages. CD3(+) T cells. and NF-kappa B were examined by immunohistochemistry staining or Western blot. Tumor necrosis factor (TNF)-alpha. interleukin (IL)-1 beta. IL-6. and monocyte chemoattractant protein (MCP)-1 in kidney were measured using real-time polymerase chain reaction. Results DEX treatment preserved renal function and reduced tubular damage score of mice after cisplatin administration. Mice treated with DEX exhibited less apoptotic tubular cells in response to cisplatin insult. which was associated with decreased Bax and reduced activation of p53 and caspase-3. DEX suppressed the infiltration of macrophages and T cells into the kidneys following cisplatin treatment. which was involved in the inhibition of NF-kappa B activation and decreased expression of TNF-alpha. IL-1 beta. IL-6. and MCP-1. Furthermore. we showed that the renoprotective effect conferred by DEX may be related to alpha(2) adrenoceptor-dependent pathway. Conclusion We demonstrate that DEX protects the kidney against cisplatin-induced AKI by the regulation of apoptosis and inflammatory response....,biochemistry,Medical,Polymerase chain reaction,Kidney Health
