idx,abstract,true_domain,predicted_domain,true_area,predicted_area
50,In this paper. the concept of multi-objective optimization is introduced in the automation of the placement task in analog integrated circuits layout design. To bridge the difficulties found on state-of-the-art works on fulfilling proximity constraints. here. cells are organized into proximity groups which implement the desired set of symmetry and proximity requirements. Then. an innovative archived-based multi-objective simulated annealing algorithm. operating over an absolute representation. is proposed to optimize the placement of each proximity group. In contrast to traditional single-objective placement approaches. the resulting Pareto fronts of placements. representing the tradeoffs between the optimization objectives of each group. are combined. bottom-up. through the design hierarchy. until a final front is obtained. This way. the problem's complexity is reduced. and split over multiple executions of the optimization kernel with less design variables. and also. analog designer becomes aware of the design tradeoffs. The proposed multi-objective and hierarchical methodology was implemented. and. experimental results prove that previous efforts on single-objective absolute representations are no match for the obtained floorplans. Furthermore. the obtained Pareto fronts contain the solutions found with the most recent published topological representations for the well-known Microelectronics Center of North Carolina benchmark sets. and. allowed an improvement of placement area up to 23% on a previously optimized folded cascode operational amplifier for the United Microelectronics Corporation 0.13 gm fabrication process. (C) 2015 Elsevier Ltd. All rights reserved....,ECE,ECE,Operational amplifier,Operational amplifier
51,This study examined whether child abuse history in teen mothers impacts offspring externalizing problems indirectly. through its influence on attachment and maternal hostility. In a longitudinal sample of 112 teen mother-child dyads. mothers reported on their own abuse experiences. attachment and maternal hostility were assessed via direct observations. and externalizing problems were measured using maternal reports. Compared with mothers with no abuse history. mothers with a history of sexual and physical abuse were more likely to have an insecurely attached infant. which predicted higher externalizing problems in preschool. which in turn predicted subsequent increases in externalizing problems in Grade 3. Furthermore. relative to the no abuse history group. mothers with a history of sexual and physical abuse showed more hostility toward their child at preschool. which in turn predicted elevated externalizing problems in Grade 3. Mothers' history of either sexual or physical abuse alone did not have significant indirect effects on externalizing problems. Fostering secure attachment and reducing risk for maternal hostility might be important intervention goals for prevention programs involving at-risk mothers with abuse histories. (C) 2016 Elsevier Ltd. All rights reserved....,Psychology,Psychology,Child abuse,Child abuse
52,Background This study assessed the knowledge of personal safety skills among children with developmental disabilities and their parents' perceptions of children's knowledge. Method This exploratory study examined the mental health records of 37 children with developmental disabilities referred for an abuse risk reduction group in a community mental health setting. Qualitative analysis of children's responses to questions about personal safety skills (knowledge related to physical development and personal safety. an appropriate and inappropriate touch and safety skills to respond to an inappropriate touch) indicated participants' varied and inconsistent levels of knowledge. Results Consistent with the literature. the results indicate risk factors for sexual abuse among children with developmental disabilities. including children's difficulty distinguishing between an appropriate and inappropriate touch and the lack of knowledge regarding appropriate venues for disclosing an inappropriate touch. Among parents. a lack of certainty regarding their children's knowledge and the ability to keep themselves safe was identified. Conclusion Results support the need for education about personal safety for children with developmental disabilities and their families....,Psychology,Psychology,Child abuse,Child abuse
53,Introduction: Posttraumatic stress symptoms (PTS) are associated with increased risk of obstetric complications among pregnant survivors of trauma. abuse and interpersonal violence. but little is known about how PTS affects women's actual experiences of obstetric care. This study investigated the rate at which abuse history was detected by obstetricians. whether abuse survivors experienced more invasive exams than is typically indicated for routine obstetric care. and whether psychological distress was associated with abuse survivors' sense of self-efficacy when communicating their obstetric care needs.Methods: Forty-one pregnant abuse survivors completed questionnaires about abuse history. current psychological distress and self-efficacy for communicating obstetric care needs and preferences. Electronic medical records (EMRs) were reviewed to examine frequency of invasive prenatal obstetric procedures (e.g. removal of clothing for external genital examination. pelvic exams and procedures) and to examine the detection rate of abuse histories during the initial obstetric visit.Results: The majority of participants (83%) reported at least one past incident of violent physical or sexual assault. Obstetricians detected abuse histories in less than one quarter of cases. Nearly half of participants (46%) received invasive exams for non-routine reasons. PTS and depression symptoms were associated with lower self-efficacy in communicating obstetric care preferences.Discussion: Women most at risk for experiencing distress during their obstetric visits and/or undergoing potentially distressing procedures may also be the least likely to communicate their distress to obstetricians. Results are discussed with implications for improving screening for abuse screening and distress symptoms as well as need for trauma-sensitive obstetric practices....,Psychology,Medical,Depression,Parkinson's Disease
54,This paper tests the hypothesis that the association between childhood maltreatment and adult personality dysfunction is at least partially attributable to insecure attachment. that is that attachment style mediates the relationship between childhood maltreatment and adult personality dysfunction. Associations between childhood trauma. as measured by the Childhood Trauma Questionnaire (CTQ). anxious and avoidant attachment in romantic relationships. as measured by the Experiences in Close Relationships-Revised (ECR-R). and five personality domains. as measured by the Severity Indices of Personality Problems (SIPP-118). were examined in a sample of 72 psychiatric inpatients. The SIPP-118 domains included relational capacities. identity integration. self-control. responsibility. and social concordance. The direct effect of childhood trauma on all SIPP-118 domains was not significant after controlling for the indirect effect of attachment. In regression modeling. a significant indirect effect of childhood trauma via adult attachment style was found for SIPP-118 relational capacities. identity integration. self-control. and social concordance. Specifically. anxious attachment was a significant mediator of the effect of childhood trauma on self-control. identity integration. and relational domains. These results suggest that childhood trauma impacts a broad range of personality domains and does so in large part through the pathway of anxious romantic attachment style....,Psychology,Psychology,Child abuse,Child abuse
55,Background: Alterations in gray matter development represent a potential pathway through which childhood abuse is associated with psychopathology. Several prior studies find reduced volume and thickness of prefrontal (PFC) and temporal cortex regions in abused compared with nonabused adolescents. although most prior research is based on adults and volume-based measures. This study tests the hypothesis that child abuse. independent of parental education. predicts reduced cortical thickness in prefrontal and temporal cortices as well as reduced gray mater volume (GMV) in subcortical regions during adolescence. Methods: Structural MRI scans were obtained from 21 adolescents exposed to physical and/or sexual abuse and 37 nonabused adolescents (ages 13-20). Abuse was operationalized using dichotomous and continuous measures. We examined associations between abuse and brain structure in several a priori-defined regions. controlling for parental education. age. sex. race. and total brain volume for subcortical GMV. Significance was evaluated at p < .05 with a false discovery rate correction. Results: Child abuse exposure and severity were associated with reduced thickness in ventromedial prefrontal cortex (PFC). right lateral orbitofrontal cortex. right inferior frontal gyrus. bilateral parahippocampal gyrus (PHG). left temporal pole. and bilateral inferior. right middle. and right superior temporal gyri. Neither abuse measure predicted cortical surface area or subcortical GMV. Bilateral PHG thickness was inversely related to externalizing symptoms. Conclusions: Child abuse. an experience characterized by a high degree of threat. is associated with reduced cortical thickness in ventromedial and ventrolateral PFC and medial and lateral temporal cortex in adolescence. Reduced PHG thickness may be a mediator linking abuse with externalizing psychopathology. although prospective research is needed to evaluate this possibility....,Psychology,Psychology,Child abuse,Child abuse
56,The significant co-occurrence between men's violence against female partners and child abuse and neglect is well documented. It is less clear how child safety should be managed in family violence research with their mothers. This issue is salient to isafe. a New Zealand-based Internet intervention study testing improvement in safety decisions and mental health outcomes for women experiencing intimate partner violence. This article discusses the legislative. professional. and ethical considerations that contribute to the development of the child safety protocols and discusses the development of the isafe protocol. Hypothetical scenarios of the application of the isafe protocol are used to illuminate the issues and provide a basis for future discussion....,Psychology,Psychology,Child abuse,Child abuse
57,Child sexual abuse (CSA) is a global public health problem with major consequences for the individual child and society. An earlier Swedish study showed that the school nurses did not initially talk about nor mention CSA as one form of child abuse. For the child to receive adequate support. the disclosure is a precondition and is dependent on an available person prepared to listen. The aim of the study was to explore the ability of the school nurses to detect and support sexually abused children. It is a secondary analysis of focus group interviews with school nurses. Thematic analysis was performed. Results showed that the school nurses avoided addressing CSA due to arousal of strong emotions. ambivalence. and a complicated disclosure process. In order to detect CSA and support abused children. attentiveness of sexual abuse as a possible cause of physical and mental illhealth is crucial....,Psychology,Medical,Child abuse,Children's Health
58,The current study examined the mediating effects of the teacher and peer relationships between parental abuse/neglect and a child's emotional/behavioral problems. A total of 2070 student surveys from the panel of the Korean Child Youth Panel Study (KCYPS) were analyzed by path analysis. The key findings of this study are outlined below. Firstly. parental physical and emotional abuse and neglect had significant effects on children's problems. The direct effect of parental abuse on emotional/behavioral problems was higher than the direct effect of parental neglect on emotional/behavioral problems. Secondly. the teacher relationship partially mediated the effects of the parental abuse/neglect on emotional/behavioral problems. Thirdly. the peer relationship also partially mediated the effects of parental abuse/neglect on children's emotional/behavioral problems. The indirect effect of parental neglect via teacher relationships and peer relationships was stronger than the indirect effect of parental abuse. This study is significant in that it identified that parental abuse/neglect was mediated by the teacher and peer relationship. thereby suggesting an implication for effective intervention with children who have suffered abuse and neglect. In terms of the teacher and peer relationship. understanding the influence of parental abuse and neglect on children's problems was discussed. and the limitations and recommendations for future study were suggested. (C) 2016 Elsevier Ltd. All rights reserved....,Psychology,Psychology,Child abuse,Child abuse
59,Abuse-related trauma remains a global health issue. However. there is paucity in nationwide reports. We aim to estimate the incidence of abuse-related trauma forward medical care and identify its characteristics and clinical course in Taiwan. Patients with trauma between 2005 and 2007 that occurred 3 months before or after a diagnosis of abuse were identified from a randomly sampled nationwide longitudinal health insurance database of 1 million beneficiaries. The patients' demographic data. injury pattern. and medical resource utilization were measured. stratified by age and sex. and compared using chi-square test. Risk factors of next trauma event were identified using Cox regression analysis. Ninety-three patients (65 females) were identified (mean age. 20.6 +/- 16.3 years). including 61.3% under 18 years of age. For the first trauma event. 68 patients (73.1%) visited the emergency room. 63 (67.7%) received intervention. and 14 (15.1%) needed hospital care. Seven (7.5%). all less than 11 years old. had intracranial hemorrhage and required intensive care. Thirty-three (35.5%) left with complications or sequelae. or required rehabilitation. but all survived. Of the 34 victims of sexual abuse. 32 were aged less than 18 years. Men received more mood stabilizers or antipsychotics (50.0% vs 10.7%. P = 0.030) and reeducative psychotherapy (25.0% vs 0. P = 0.044). Risk factors for a next trauma event were injury involving the extremities (hazard ratio [HR]: 5.27 [2.45-11.33]) and use of antibiotics (HR: 4.21 [1.45-12.24]) on the first trauma event. Abuse-related trauma has heterogeneous presentations among subgroups. Clinicians should be alert in providing timely diagnosis and individualized intervention....,Psychology,Medical,Child abuse,Children's Health
60,Purpose of review This review addresses some of the more salient articles in the field of child maltreatment published in 2015. with a goal of helping the general practitioner understand the evolution of research in the field of child abuse pediatrics (a board-certified specialty since 2009). Recent findings Researchers continue to refine the database for child abuse pediatrics. Several articles focus on the inconsistencies in approach to the evaluation of possible physical child abuse between hospitals and practitioners. Multiple researchers aim to develop a protocol that standardizes the response to findings of a sentinel injury. such as a rib fracture. abdominal trauma. or unexplained bruising in a nonambulatory infant. Professionals are also working to improve our understanding about the impact of trauma on children and how best to ameliorate its effects. Summary With solid. evidence-based literature published on various topics in the field of child abuse pediatrics. experts work to refine and unify the clinician's approach to the evaluation of possible physical abuse....,Psychology,Medical,Child abuse,Children's Health
61,When Abusive Head Trauma (AHT) is suspected in a child. a dilated eye examination by an ophthalmologist is an essential part of the medical workup. as the presence and pattern of retinal hemorrhages can have a high positive predictive rate for abusive head injury. This article proposes to review the clinical presentation. pathophysiology. natural history. sequelae. and differential diagnosis of retinal hemorrhages and other ocular lesions associated with AHT....,Psychology,Medical,Child abuse,Children's Health
62,The frequency and severity of physical abuse influences children's outcomes. yet little theory-based research has explored what predicts its course. This study examined the potential role of social information processing (SIP) factors in the course of abuse. Mothers with histories of perpetrating physical abuse (N = 62) completed measures of SIP. and the frequency and severity of mother-perpetrated physical abuse were collected from Child Protection Services records. Poorer problem-solving capacities were significantly related to greater frequency of physical abuse. Hostile attributions toward children were positively associated with abuse severity. Controlling for demographics and co-occurrence of neglect. SIP factors together accounted for a significant proportion of variance in the frequency of physical abuse. but not severity. With the exception of unrealistic expectations. preliminary evidence supported a link between maternal SIP and the course of abuse perpetration. Future research directions and implications for intervention are discussed....,Psychology,Psychology,Child abuse,Child abuse
63,Shaken baby syndrome is a term often used by the physicians and public to describe abusive trauma inflicted on infants and young children. Advances in the understanding of the mechanisms and the associated clinical spectrum of injury has lead us to modify our terminology and address it as "abusive trauma" (AT). Pediatric abusive head trauma is defined as an injury to the skull or intracranial contents of an infant or a young child (<5 y age) due to inflicted blunt impact and/or violent shaking. This chapter focuses on the imaging aspects of childhood abusive trauma along with a brief description of the mechanismand pathophysiology of abusive injury. The diagnosis of AT is not always obvious. and abusive injuries in many infants may remain unrecognized. Pediatricians should be cognizant of AT since pediatricians play a crucial role in the diagnosis. management and prevention of AT....,Psychology,Medical,Child abuse,Children's Health
64,This article reviews the evolution of the diagnosis and treatment of Hodgkin lymphoma (HL) since its discovery in 1832. The morphological. phenotypic and molecular characteristics of both nodular lymphocyte-predominant HL and classical HL are revised in the light of recent molecular information and possible impact on the identification of risk groups as well as the use of targeted therapies. The seminal contribution of Gianni Bonadonna to developing new treatment strategies for both advanced and early-stage HL is highlighted....,biochemistry,Medical,Molecular biology,Cancer
65,An analytic design guide to design a three-stage cascade CMOS operational amplifier compensated by AC boosting frequency compensation (ACBC) method is presented in this paper. The procedure allows electrical parameters such as gain bandwidth (GBW) product or phase margin to be related to the value of circuit elements such as aspect ratio or biasing currents of transistors. The presented design guide is suited for pencil-and-paper design and yields accurate performance without unnecessary circuit constraint introduction. Simulation results using TSMC 0.18 mu m CMOS process verifies accuracy and robustness of proposed procedure. Various load capacitors and circuit conditions are simulated and. based on obtained results. the presented design guide is comprehensive and efficient since it leads us from frequency response parameters to aspect ratio of MOSFETs....,ECE,ECE,Operational amplifier,Operational amplifier
66,Programmable AC power sources have been widely used to implement and support a wide range of Test Procedure Specifications (TPS's). Traditionally. these power sources use analog control circuits to provide key control and protection functions like load regulation. current limit and frequency conversion. While this is a proven design. it suffers from a number of drawbacks. With the advent of recent advances in DSP technologies. a full digital implementation of an AC power source design supporting high switching frequencies is now feasible. This paper discussed some of the advantages derived from an all-digital implementation of a programmable poser source and the benefits this provides for ATE system use....,ECE,ECE,Digital control,Digital control
67,This paper describes a new calibration system developed at INMETRO to guarantee traceability of low-frequency alternating current (ac) voltage calibrations (<1 kHz) to a programmable Josephson ac waveform synthesizer. The automated full-synchronous system allows the synchronization of a commercial calibrator or signal synthesizer with a programmable Josephson voltage synthesizer system to be made by employing digital sampling and signal processing techniques. aided by adaptive digital control. It allows accurate determination of the spectral content of ac signals with minimum human intervention. System operation. measurement techniques. and data analysis are detailed....,ECE,ECE,Digital control,Analog signal processing
68,The voltage source converters (VSC) are the key power interfaces between the individual ac grids and dc grids in the hybrid power system. When the ac grid is unbalanced. the grid currents are distorted and the harmonic is induced. Meanwhile. the oscillations in the active and reactive power are also increased. which may damage these interfaces. In order to ensure the safety of the converters and the grid facility. a flexible control strategy is proposed for the ac/dc hybrid grid in this paper. At first. the current harmonic for the VSC is theoretically analyzed under unbalanced conditions. Furthermore. the methods to separate the positive- and negative-sequence components of the ac grid voltages are summed up and analyzed. Based on the theoretical analysis. different protected control methods are compared. A new control method. which can flexibly control oscillations of the active and reactive power by introducing a parameter k. has been proposed. The estimation of maximum current in each phase is discussed; meanwhile. the relationship between the voltage ripple on dc link and the parameter k is given. Finally. the validity and advantages of the proposed method are verified by the simulating and experimental results....,ECE,ECE,Digital control,Digital control
69,Based on single-phase ac-ac converter with controllable phase and amplitude (ACCPA). a three-phase ACCPA without third harmonic trap was proposed for power transmission control in grid by adopting a symmetrical relationship of three phase. The three-phase ACCPA is comprised of two parts. which are used to adjust the phase and amplitude of three-phase output voltage. respectively. and continuously. Its front part is made up of three buck-type ac converters. and the back part is a three-phase boost-type ac converter. The operation principle of three-phase ACCPA. the adjustable ranges of the phase and amplitude of the front part. and the calculation formulas of control parameters under ideal conditions were studied and deduced in detail. Furthermore. the control accuracy of the phase angle was discussed for the three-phase ACCPA with digital control. and then. the method to select close-loop control parameters was obtained. The control strategy of three-phase ACCPA was presented and a prototype was fabricated. The experimental waveforms and testing results verified the correctness of the theoretical analysis and the feasibility of the control strategy....,ECE,ECE,Digital control,Control engineering
70,This article deals with the simulation of the power converter with voltage-source inverter and sine-filter. The repetitive control system was designed. The existing power converter has a control system which makes Fourier transform of the output voltage to inject these harmonics with opposite phase. The new proposed system based on repetitive controller which is much simpler and with smaller CPU load. The higher harmonics elimination works perfect and the power converter produces output voltage with less than 5% THD under linear or non-linear load. This paper describes the improved control system structure and its implementation in MATLAB Simulink environment. The advantages of the repetitive algorithm facing Fourier transform harmonic compensation are shown. The performance of the new control method is shown in simulation results. The algorithm is carried out in C language using MATLAB S-Function block so it is suitable for implementation in the real-time control systems....,ECE,ECE,Digital control,Digital control
71,Various species of amoebas belonging to the genus Acanthamoeba are widely distributed in many parts of the world. Some strains of these protozoans may exist as parasites and pose risks to human health as causative agents of serious human diseases. Currently in China there IS a lack of information about the distribution of Acanthamoeba strains in the environment. Accordingly. 261 environmental water samples taken from rivers. sewage. and pharmaceutical factory drains were collected in Qinghai Province. China. The material was filtered and then analysed with both LAMP and PCR assays. Of the samples examined. Acanthamoeba DNA was found in 32 (14.68%) samples with the use of LAMP; in 13 of these samples. DNA from this amoeba was also detected using PCR. Sequencing of selected positive samples confirmed that the PCR products were fragments of the Acanthamoeba 18S rRNA gene and that isolates represent the T4 genotype. known as the Most common strain related to AK cases. The results indicate that surface water. as well as water taken from sewage And pharmaceutical drains. may be a source of acanthamoebic strains potentially pathogenic for humans in China. It has been also demonstrated that LAMP assays is more sensitive than PCR and can be regarded as useful tool for screening the environment for Acanthamoeba spp. (C) 2017 Elsevier B.V. All rights reserved....,biochemistry,Medical,Polymerase chain reaction,Fungal Infection
72,Particle accelerators consist of an enormous number of components and many of them operate with pulse voltage or current. Such accelerator components require precise voltage or current to keep the beams very stable. For this reason. many pulse power supplies used for accelerators have own subsystems to improve their performances. One example is a power supply for the scanning magnets of a pencil beam proton therapy. They use not only high-voltage inverters for the high-speed ramping but also low-voltage inverters for the precise current control. However. the use of intelligent digital controllers possibly simplifies such precise power supplies. We propose a method for precise current control using a digital control system. Our previous work has successfully controlled the pulse current of power supplies for synchrotron main magnets. In the next step. we have modified our previous method for faster power supplies such as ones for scanning magnets. In addition. we developed a control board using a high-performance FPGA so that our method can be implemented in the board. In this paper. we describe the details of our proposed method. and the experiments using a small-scale power supply and the developed control board....,ECE,ECE,Digital control,Digital control
73,This paper presents the design of a compact. wearable. rechargeable acceleration recorder to support long-term monitoring of ambulatory patients with motor disorders. and of software to display and analyze its output. The device consists of a microcontroller. operational amplifier. accelerometer. SD card. indicator LED. rechargeable battery. and associated minor components. It can operate for over a day without charging and can continuously collect data for three weeks without downloading to an outside system. as currently configured. With slight modifications. this period could be extended to several months. The accompanying software provides flexible visualization of the acceleration data over long periods. basic file operations and compression for easier archiving. annotation of segments of interest. and functions for calculation of various parameters and detection of immobility and vibration frequencies. Applications in analysis of gait and other movements are discussed....,ECE,Medical,Operational amplifier,Parkinson's Disease
74,A high performance interface circuit of sigma-delta accelerometer with low harmonic distortion used many kinds of circuit processing techniques is presented in this work. Multi-bit. dynamic element matching. correlated-double-sampling and electrostatic force feedback linearization circuit are used simultaneously in order to achieve the design indicators. Because of the usage of multi-bit. the design to operational amplifier (OPA) becomes easier. and only a single-stage folded-cascode amplifier is used in the modulator. the OSR is only 64. It highly reduced the difficulty of circuit. The test results indicate that the chip area is only about 10mm(2) and the power dissipation is 10mW with a sampling frequency of 60 kHz. The dynamic range (DR) of the system can be lower than -130 dB. the SNR and SNDR reach to -120 dB and -110 dB respectively with a resolution about 17 bits when referred to 3g full scale DC acceleration under CMOS 0.5 mu m process. The dc nonlinearity of it is 0.2%. This paper realizes an approach which can both simplify the design of the interface circuit and improve the performance of it....,ECE,ECE,Operational amplifier,Analog signal processing
75,In this article we address the increasingly important yet understudied phenomenon of nonnative accentedness on decision making. In three experimental studies. we investigated whether messages about a company delivered in nonstandard-American-accented speech influenced choice. In Study 1. we found that individuals were more likely to choose a company or a product when a message was read in a standard American English accent than when the message was delivered with a Mandarin Chinese or a French accent. In Study 2. we found that expectations regarding company messages are violated when speakers have accents and that. in turn. expectation violations mediated the relationship between accent and choice. In Study 3. we replicated the findings of the effect of accent on choice using Indian and British accents. We also hypothesized and found support for a conditional indirect effects model such that implicit pro-American bias moderated the indirect relationship between accent and choice as mediated by expectation violations. Theoretical and practical implications of this topic of study are discussed....,Psychology,Psychology,Social cognition,Prejudice
76,Acceptance is a key construct in both rational emotive behavior therapy (REBT) and acceptance and commitment therapy (ACT). The objectives of this study were to assess and compare the properties of ACT acceptance with those of REBT acceptance in predicting emotions. A sample of 112 subjects. comprising different educational and occupational status. completed three measures of acceptance (REBT and ACT). two of mindfulness. as well as completing depression and anxiety scales. Both ACT acceptance as process and REBT acceptance could predict significant ACT acceptance as outcome. Mindfulness as a trait also predicted the level of ACT outcome acceptance as well as the level of REBT acceptance. but mindfulness as process predicted only ACT outcome acceptance. The results show that REBT acceptance. ACT acceptance and mindfulness can explain anxiety and depression in different ways. The results show that the difference between ACT acceptance and REBT acceptance primary concern the process of acceptance. most likely due to the underlying cognitive processing. The outcome acceptance and emotional level are similar in the two conditions. Future research should employ multiple cognitive measurements....,Psychology,Psychology,Depression,Depression
77,Immigrant and refugee women from diverse ethnic backgrounds encounter multiple barriers in accessing mental healthcare in various settings. A systematic review on the prevalence of mental health disorders among culturally and linguistically diverse (CALD) women in Australia documented the following barriers: logistical. language and communication. dissonance between participants and care providers and preference for alternative interventions. This article proposes recommendations for policies to better address the mental health needs of immigrant and refugee women. Key policy recommendations include: support for gender specific research. implementation and evaluation of transcultural policies. cultural responsiveness in service delivery. review of immigration and refugee claims policies and social integration of immigrants....,Psychology,Medical,Depression,Mental Health
78,OBJECTIVE: Cervical imaging practices are poorly understood in young children with traumatic brain injury (TBI). We therefore sought to identify child-level and hospital-level factors associated with performance of cervical imaging of children with TBI from falls and abusive head trauma (AHT) and to describe across-hospital variation in cervical imaging performance. We hypothesized that imaging decisions would be influenced by hospital volume of young injured children. METHODS: We performed a retrospective study of children younger than 2 years of age with TBI from 2009 to 2013 in the Premier Perspective Database. After adjustment for observed patient characteristics. we evaluated variation in advanced cervical imaging (computed tomography or magnetic resonance imaging) in children with AHT and TBI from falls. RESULTS: Of 2347 children with TBI. 18.7% were from abuse and 57.1% were from falls. Fifteen percent of children with TBI underwent advanced cervical imaging. Moderate or severe head injuries were associated with increased odds of cervical imaging in AHT (odds ratio 7.10; 95% confidence interval 2.75. 18.35) and falls (odds ratio 2.25; 95% confidence interval 1.19. 4.27). There was no association between annual hospital volume of injured children and cervical imaging performance. The adjusted probability of imaging across hospitals ranged from 4.3% to 84.3% in AHT and 3.1 to 39.0% in TBI from falls (P < .001). CONCLUSIONS: These results highlight variation across hospitals in adjusted probability of cervical imaging in AHT (nearly 20-fold) and TBI from falls (over 10-fold) not explained by observed patient characteristics. This variation suggests opportunities for further research to inform imaging practices....,Psychology,Medical,Child abuse,Children's Health
79,ObjectiveThe aim of this study was to explore the preferred acculturation strategies adopted by Indian subcontinental adolescents living in Australia. The study also examined the demographic. ethnocultural. and psychological factors that could influence subcontinental migrant groups' attitudes towards acculturation and their acculturation strategies. MethodA cross-sectional design was used in which the dependent variables were the four acculturation strategies. Multivariate data analysis was conducted. Pearson's correlation. analysis of variance. and step-wise multiple regression analyses were performed to establish the relationships among the study variables. ResultsIntegration was the most preferred strategy and marginalisation was the least preferred strategy for all ethnic groups. Acculturation preferences are predicted partly by the adolescents' ethnicity. their ethnic identity. friendship choices. acculturative stress. sense of mastery (self-concept) and gender. The findings provide significant information on the acculturation practices of Indian subcontinental adolescents. including their ethnic identity search and commitment. their psychological well-being and their integration strategies. ConclusionsEducational institutions could benefit from increased awareness of the needs of these culturally diverse groups. especially if this information is incorporated into teacher training materials. The inclusion of intercultural relations courses in the academic curriculum would promote harmonious relations between culturally diverse ethnic groups....,Psychology,Psychology,Depression,Prejudice
80,In order to improve the dynamic responses of multimode controlled primary-side regulation flyback converter. a novel digital control method is proposed in this paper. A new DAC sampling method. which can capture the output voltage during dynamic transition. is introduced. Based on it. a dynamic module which can monitor the variation of the output voltage to improve the dynamic performance is proposed. In a 5-V/1-A primary-side regulation flyback converter. the maximum undershoot voltage and overshoot voltage of the proposed control scheme in this study are 0.472 and 0.192 V. respectively. They are much lower compared to 1.296 and 0.584 V in the traditional control scheme. The maximum undershoot and overshoot recovery times are reduced from 10.86 to 1.29 ms and 126.3 to 53.68 ms. respectively. The proposed control scheme was then verified by a FPGA controlled prototype....,ECE,ECE,Digital control,Digital control
81,This study proposes high-performance voltage controller design that employs a capacitor current control model for single-phase stand-alone inverters. The single-phase stand-alone inverter is analyzed via modeling. which is then used to design the controller. A design methodology is proposed to maximize the bandwidth of the feedback controller. Subsequently. to compensate for the problems caused by the bandwidth limitations of the controller. an error transfer function that includes the feedback controller is derived. and the stability of the repetitive control scheme is evaluated using the error transfer function. The digital repetitive controller is then implemented. The simulation and experimental results show that the performance of the proposed controller is high in a 1.5 kW single-phase stand-alone inverter prototype....,ECE,ECE,Digital control,Digital control
82,This work presents a novel mixed-signal control scheme for a boost power factor correction (PFC) rectifier. The digital controller modulates the inductor peak current to produce a low-distortion ac line current in discontinuous conduction mode (DCM) and continuous conduction mode (CCM). without the need for average current sensing. A lookup table (LUT) optimizes efficiency at low input currents. by allowing operation at 125-500-kHz DCM based on calculated thresholds. At high input currents. the converter operates at 1-MHz CCM for reduced inductor footprint. An analog off-time generator with a digital frequency locked loop facilitates CCM operation. eliminating the need for slope compensation in the current loop and reduces frequency variations. The LUT is programmed with an adaptive output voltage of 250/450 V for low/highmains line voltage (85-265Vrms) to optimize efficiency over a broad range of conditions. The 150-W PFC prototype operates up to 1 MHz with a peak efficiency of 95% and a total harmonic distortion of 5%....,ECE,ECE,Digital control,Digital control
83,The theoretical and experimental analysis of a modified version of the SEPIC dc-dc converter used as preregulator operating in discontinuous conduction mode (DCM) is presented in this paper. The proposed converter presents a low input current ripple operating in DCM. and the switch voltage is lower than the output voltage. The switch voltage reduction increases the converter reliability and a low drain-to-source on-resistance (RDSon) MOSFET can be used depending on the converter specification. Moreover. a digital control technique is applied to the proposed converter in order to reduce the third-harmonic input current distortion resultant of the operation in DCM. Finally. a 100-W prototype was developed operating with efficiency equal to 95.6%....,ECE,ECE,Digital control,Digital control
84,In high-performance magnetic resonance imaging systems. the gradient driver is required to supply the gradient coil with a large current (>600 A) and a high voltage (>2000 V) to achieve a strong gradient field and a fast slew rate. In addition. extremely high fidelity for reproducing the current command from the central system is very critical to imaging quality. This paper presents the solutions for the different elements of the driver: 1) high-bandwidth (BW) power inverter; 2) ripple cancelation filter; 3) multioutput power supply (PS); and 4) digital control. A high-BW power inverter requires a stacked-bridges structure to achieve a high output ripple frequency with the existing commercial power semiconductor modules. The high voltage and the high frequency for large power modules can be obtained easier and with lower loss using the new silicon carbide devices. The control needs a digital implementation and a very fast processor. Digital control provides compensation and feedforward to improve the response. A capability improvement is obtained by reducing the switching frequency when large currents with a very low-frequency variation are needed. The control can handle it very well. but the filter has to be designed to eliminate more than one ripple frequency. Finally. many PS solutions have been used for multiple isolated outputs. but digital control compensation permits the use of much simpler unregulated PS and keeps the performance. A 2 MVA. 900 A/1200 V. platform has been built and fully tested. The experimental results proved the validity of the proposed structure and the modulation technique....,ECE,ECE,Digital control,Single-phase electric power
85,Drug release belongs to the most challenging aspects of nanoparticles addressing molecular biology and medicine. Besides targeted delivery. obvious challenges are related to high drug load and continuous slow drug release. Based on our recently developed concept of inorganic-organic hybrid nanoparticles (IOH-NP). we here present [ZrO](2+)[AAP](2-) IOH-NPs containing the analgetic phosphate prodrug acetaminophen phosphate for drug release. [ZrO](2+)[AAP](2-) combines an uncomplex synthesis in water with a high prodrug load of 68 wt.%.[ZrO](2+)[AAP](2-) nanoparticles exhibit a diameter of 37(11) nm and can be readily obtained as colloidally highly stable suspension in water. The chemical composition is studied in detail based on infrared spectroscopy. energy-dispersive X-ray analysis. thermogravimetry and elemental analysis. Moreover. the release of acetaminophen from [ZrO](2+)[AAP](2-) is studied by means of model experiments indicating the carbon content of the nanoparticles and. in alternative. the fluorescence of labeled nanoparticles. Both data show a continuous release of 80 wt.% of the analgetic acetaminophen on a time scale up to 48 h. (C) 2016 Elsevier Inc. All rights reserved....,biochemistry,Medical,Molecular biology,Osteoarthritis
