idx,abstract,true_domain,predicted_domain,true_area,predicted_area
31,Two experiments were conducted to investigate the effects of coaction on saccadic and manual responses. Participants performed the experiments either in a solitary condition or in a group of coactors who performed the same tasks at the same time. In Experiment 1. participants completed a pro-and antisaccade task where they were required to make saccades towards (prosaccades) or away (antisaccades) from a peripheral visual stimulus. In Experiment 2. participants performed a visual discrimination task that required both making a saccade towards a peripheral stimulus and making a manual response in reaction to the stimulus's orientation. The results showed that performance of stimulus-driven responses was independent of the social context. while volitionally controlled responses were delayed by the presence of coactors. These findings are in line with studies assessing the effect of attentional load on saccadic control during dual-task paradigms. In particular. antisaccades - but not prosaccades - were influenced by the type of social context. Additionally. the number of coactors present in the group had a moderating effect on both saccadic and manual responses. The results support an attentional view of social influences....,Psychology,Psychology,Social cognition,Attention
32,Moving beyond the distinction between biological and social facts has proved challenging due to several basic methodological and ontological differences among scientific disciplines. The aim of this paper is to show how attention schema theory (hereafter AST). developed by Michael Graziano. provides a useful addition to existing integrative approaches that can be used to overcome impediments to interdisciplinary crossfertilization. such that the influence of a range of interconnected institutional. situational. biographical. psychological. neural and genetic variables can be considered simultaneously in a parsimonious way. The paper provides an overview of three basic methodological and ontological differences dividing scientists researching human nature and society. It then draws on AST and a selection of existing approaches in the interdisciplinary vein to demonstrate how to move beyond the reductionist tendencies of each discipline. In the view of AST. intrinsic brain processes and social and situational aspects are intricately intertwined and continuously influence each other in shaping specific attentional focuses. Social identities. biographical experiences. symbols. roles and subject positions contribute to directing attention to certain kinds of stimuli. details. or information. while at the same time. intrinsic predispositions make individuals inclined to attend to different types of information. By accounting for the brain basis of awareness as a subjective experience. AST can be used to clarify how social identities influence attention. and thus. the linkages between individual cognition and wider institutional structures. Finally. the paper considers the relationships between the cognitive and the institutional levels of analysis. and highlights the importance of the latter as a distinct level of analysis. In this way. the paper charts the multidirectional and interactive causal relationship between intrinsic brain processes. attention and conscious awareness. and how they relate to wider institutional structures and joint attentional interactions at higher levels of aggregation....,Psychology,Psychology,Social cognition,Attention
33,Despite a wealth of knowledge about the neural mechanisms behind emotional facial expression processing. little is known about how they relate to individual differences in social cognition abilities. We studied individual differences in the event-related potentials (ERPs) elicited by dynamic facial expressions. First. we assessed the latent structure of the ERPs. reflecting structural face processing in the N170. and the allocation of processing resources and reflexive attention to emotionally salient stimuli. in the early posterior negativity (EPN) and the late positive complex (LPC). Then we estimated brain-behavior relationships between the ERP factors and behavioral indicators of facial identity and emotion-processing abilities. Structural models revealed that the participants who formed faster structural representations of neutral faces (i.e.. shorter N170 latencies) performed better at face perception (r = -.51) and memory (r = -.42). The N170 amplitude was not related to individual differences in face cognition or emotion processing. The latent EPN factor correlated with emotion perception (r = .47) and memory (r = .32). and also with face perception abilities (r = .41). Interestingly. the latent factor representing the difference in EPN amplitudes between the two neutral control conditions (chewing and blinking movements) also correlated with emotion perception (r = .51). highlighting the importance of tracking facial changes in the perception of emotional facial expressions. The LPC factor for negative expressions correlated with the memory for emotional facial expressions. The links revealed between the latency and strength of activations of brain systems and individual differences in processing socio-emotional information provide new insights into the brain mechanisms involved in social communication....,Psychology,Psychology,Social cognition,Social cognition
34,In heterosexual individuals. attention is automatically captured by physically attractive members of the opposite sex. Although helpful for selecting new mates. attention to attractive relationship alternatives can threaten satisfaction with and commitment to an existing romantic relationship. The current study tested the hypothesis that although a mating prime would increase selective attention to attractive opposite-sex targets (relative to less attractive targets) among single participants. this effect would be reduced among people already committed to a long-term romantic partner. Consistent with hypotheses. whereas single participants responded to a mating prime with greater attentional adhesion to physically attractive opposite-sex targets (relative to less attractive targets). participants in a committed romantic relationship showed no such effect. These findings extend previous research suggesting the presence of relationship maintenance mechanisms that operate at early stages of social cognition....,Psychology,Psychology,Social cognition,Attention
35,Fearful faces both capture our attention and hold it. However. little is known about the time-course for the capture and hold of spatial attention by fearful. and other emotional. faces. In three dot-probe studies we examined this time-course. Experiments 1 and 2 used fearful and neutral faces. In Experiment 1. dot-probe targets occurred 133. 266. and 532 ms post-face onset and in Experiment 2. dot-probe targets occurred 84. 168. 336. and 672 ms post-face onset. In Experiment 1. for both 133 and 266 ms conditions. reaction times were fastest for congruent trials and slowest for incongruent trials with reaction times for baseline trials falling between the two. The same pattern was found for the 84 and 168 ms conditions in Experiment 2. For the later time-points in both experiments there were no significant differences between conditions. To examine whether this time-course is unique to fearful faces. a third dot-probe experiment using time-points identical to Experiment 2 was conducted with happy and neutral faces. The results from Experiment 3 suggest that happy faces captured and held attention in the 168 and 336 ms conditions. Together. the results indicate that attention is captured and held by fearful faces at times earlier than approximately 300 ms. while happy faces also captured and held attention. but on a slightly different time-course from 168 to 336 ms....,Psychology,Psychology,Attention,Attention
36,Explicit tests of social cognition have revealed pervasive deficits in schizophrenia. Less is known of automatic social cognition in schizophrenia. We used a spatial orienting task to investigate automatic shifts of attention cued by another person's eye gaze in 29 patients and 28 controls. Central photographic images of a face with eyes shifted left or right. or looking straight ahead. preceded targets that appeared left or right of the cue. To examine automatic effects. cue direction was non-predictive of target location. Cue-target intervals were 100. 300. and 800 ms. In non-social control trials. arrows replaced eye-gaze cues. Both groups showed automatic attentional orienting indexed by faster reaction times (RTs) when arrows were congruent with target location across all cue-target intervals. Similar congruency effects were seen for eye-shift cues at 300 and 800 ms intervals. but patients showed significantly larger congruency effects at 800 ms. which were driven by delayed responses to incongruent target locations. At short 100-ms cue-target intervals. neither group showed faster RTs for congruent than for incongruent eyeshift cues. but patients were significantly slower to detect targets after direct-gaze cues. These findings conflict with previous studies using schematic line drawings of eye-shifts that have found automatic attentional orienting to be reduced in schizophrenia. Instead. our data indicate that patients display abnormalities in responding to gaze direction at various stages of gaze processing-reflected by a stronger preferential capture of attention by another person's direct eye contact at initial stages of gaze processing and difficulties disengaging from a gazed-at location once shared attention is established....,Psychology,Psychology,Social cognition,Social cognition
37,Attentional lapses are usually defined as temporary and often brief shifts of attention away from some primary task to unrelated internal information processing. This study addressed the incidence of attention lapses and differences in attentional functioning in 30 children with attention-deficit/hyperactivity disorder (ADHD). 26 healthy children. and 29 children with spina bifida myelomeningocele and hydrocephalus (SBH). Assessments were conducted using computerized tonic and phasic attention tests. the Symbol Digit Modalities Test (SDMT). and the Trail Making Test Form B (TMT-B). The group with SBH differed from normal controls on cognitive measures of attention and executive functions. The ADHD group obtained lower scores than the SBH group and healthy children. ANOVA results showed that there was an effect of shunt revisions and shunt-related infections on neuropsychological performance. Lapses of attention together with reaction time may thus represent important factors for the understanding of cognitive deficits in SBH....,Psychology,Medical,Attention,Children's Health
38,Introduction: Previous studies have demonstrated that students with attention-deficit/hyperactivity disorder (ADHD) struggle particularly with grasping the implicit. inferential level of narratives that is crucial for story comprehension. However. these studies used offline tasks (i.e.. after story presentation). used indirect measurements (e.g.. identifying main ideas). and/or yielded inconclusive results using think-aloud techniques. Moreover. most studies were conducted with preschool or elementary school children with ADHD. using listening or televised story comprehension. In this study. we were interested in examining the spontaneous. immediate activation and/or suppression of forward-predictive inferences. backward-explanatory inferences. and inference-evoking textual information. as they occur online during reading comprehension by adolescents with ADHD. Method: Participants with and without ADHD read short narrative texts. each of which included a predictive sentence. a bridging sentence that referred back to the predictive sentence via actualization of the predicted event. and two intervening sentences positioned between the predictive and bridging sentences that introduced a temporary transition from the main (predictive) episode. Activation and suppression of inferential and/or textual information were assessed using naming times of word probes that were implied by the preceding text. explicitly mentioned in it. or neither when following control texts. In some cases. a true-false inferential or textual question followed the probe. Results: Naming facilitations were observed for the control but not for the ADHD group. in responding to inference probes that followed the predictive and bridging sentences. and to text probes that followed the predictive sentences. Participants with ADHD were accurate. albeit slower. than controls in answering the true-false questions. Conclusions: Adolescents with ADHD have difficulties in generating predictive and explanatory inferences and in retaining relevant textual information in working memory while reading. although they can answer questions after reading when texts are relatively short. These findings are discussed with regard to development of comprehension strategies for individuals with ADHD....,Psychology,Psychology,Attention,Attention
39,Introduction: Cannabis users are at higher risk for any mental disorder than the general population. However. there remains a shortage of research that examines the relationship between reluctance to seek mental health treatment and subsequent frequent cannabis use. This study evaluates whether negative attitudes toward mental health treatment (i.e. attitudinal barriers) predict a high frequency of cannabis use and whether using cannabis to cope with mental health symptoms (i.e.. coping motives) explains this relationship. Methods: Participants were students at Washington State University (WSU) who received violations for illegal cannabis use or possession. Data were collected from participants 60 days after a mandated two-part course for cannabis harm reduction (n = 98). A cross-sectional path analysis was performed to assess whether coping motives mediated the relationship between attitudinal barriers to mental health treatment and frequency of cannabis use after controlling for mental health symptoms. Results: Coping motives fully mediated the relationship between negative attitudes toward treatment and frequency of use (indirect effect: (beta = 0.087. bootstrap CI: 0.016-0.541). The direction of results was confirmed by switching the mediator and criterion variable. The model fit well with the data (x(2) (2) = 0.367. p = 0.83. RMSEA = 0.00. CFI = 1. SRMR = 0.008). Conclusions: Reluctance to seek mental health treatment may be related to higher levels of cannabis use through coping motives. Addressing attitudes toward mental health treatment may be an alternative way to decrease frequency of use or possibly promote mental health treatment-seeking behaviors when needed. Further studies are needed to confirm the implications of this finding. Published by Elsevier Ltd....,Psychology,Psychology,Depression,Schizophrenia
40,This study aims to investigate the impacts of a digital learning module with guided peer feedback on students' domain-specific knowledge gain and their attitudinal change in the field of biotechnology and molecular life sciences. The extent to which the use of this module is appreciated by students is studied as well. A pre-test. post-test design was used with 203 students who were randomly assigned to groups of three. They were asked to work on the digital module with the aim of exploring various perspectives. and the pros and cons on the topic of Genetically Modified Organisms (GMOs). The results suggest that the module can be used to foster students' domain-specific knowledge gain and their attitudinal change. Furthermore. the module was evaluated positively in terms of students' motivation and satisfaction with the learning experiences. (c) 2016 by The International Union of Biochemistry and Molecular Biology. 45(1):31-39. 2017....,biochemistry,biochemistry,Molecular biology,Genetics
41,High-valent Au(III) complexes have attracted much attention as catalysts in many reactions. Nevertheless Au(III) catalysts suffer from instability of the oxidized metal complexes during preparation and use. Herein. we demonstrated that Au(III) catalysts can be stabilized against reduction to metallic Au by modifying supported-ionic-liquid-phase-stabilized Au(III) catalyst with CuCl2. It was found that the that reduced Au could be re -oxidized in situ to Au3+ species by CuCl2 during the reaction and further stabilized by the electron transfer from Cu to these active species. When evaluated in the acetylene hydrochlorination reaction. the Au-Cu-IL/AC catalyst displayed an excellent specific activity with the turnover frequency (TOF) as high as 168.5 h(-1) and more than 99.8% selectivity fot the product. vinyl chloride (VCM). Furthermore. the Au-Cu-IL/AC catalyst demonstrated a stable catalytic performance with a negligible loss of C2H2 conversion after 500 h under typical industrial reaction conditions for acetylene hydrochlorination. Therefore. the findings of this work provide an efficient approach for designing stable high-valent metals for long-term operation. and also pave the way for the application of Au-Cu-IL/AC catalyst in industrial VCM production. (C) 2017 Elsevier B.V. All rights reserved....,Psychology,MAE,Attention,Materials Engineering
42,A low-quiescent high-performance class-AB headphone amplifier is presented. The effect of the input-referred offset on the quiescent power of audio power amplifier (APA) that drives very small resistive load is described and analyzed. A digitally assisted offset calibration-based APA topology together with improved frequency compensation is proposed. This permits the use of low quiescent power and small compensation capacitance. Implemented in 65-nm CMOS technology. the amplifier occupies an area of 0.15 mm(2) and consumes 0.4 mW at +/- 1 V supplies. At the load of 16 Omega//200 pF. the gain-bandwidth product is 1.78 MHz using a total compensation capacitance of 8.5 pF. Other performance metrics are measured with -89-dB total harmonic distortion (THD+ N). 93.5-dB signal-to-noise ratio. 84-dB power supply rejection ratio (PSRR+). and 105-dB PSRR-@ 217 Hz. It can deliver a peak power of 35 mW (1.5 Vpp swing) to the above load. yielding the best figure-of-merit (FOM) = (peak load power/quiescent power) and the best FOM2 = [peak load power/quiescent power * (THD+ N)%] with respect to other reported representative works....,ECE,ECE,Operational amplifier,Operational amplifier
43,It is traditionally challenging to implement higher-order PWM closed-loop Class-D audio amplifiers using analog intensive techniques in deep-submicron. low voltage process technologies. This is primarily attributed to reduced power supply. degraded analog transistor characteristics. including short-channel effects. increased flicker noise. random telegraph noise. transistor reliability concerns and passive component performance. In this paper. we introduce a global closed-loop mixed-signal architecture incorporating digital control and integrate a fourth-order amplifier prototype in 55 nm CMOS. A systematic approach to analyze. design and compensate the feedback loop in the digital domain is also presented. The versatility of implementing the loop gain poles and zeros digitally attains high gain throughout the audio band and attenuates residual high frequency ripples around the loop. simultaneously accomplishing improvements in THD+ N and PSRR. The overall architecture is inherently amenable to implementation in deep-submicron and is therefore compatible with scaled CMOS. The measured prototype achieves a high 105 dBA SNR. 0.0031% THD+ N. 92 dB PSRR and 85% efficiency when supplying 1 W into emulated 8 speaker load. This performance is competitive with conventional designs using large feature size precision CMOS or specialized BCD technologies and reports the highest output power (1.5 W) for deep-submicron designs....,ECE,ECE,Digital control,Digital control
44,In this study a novel auditory version of the Single Category Implicit Association Test (SC-IAT-A) was developed to investigate (a) the valence of adults' associations to infant cries and laughs. (b) moderation of implicit associations by gender and empathy. and (c) the robustness of implicit associations controlling for auditory sensitivity. Eighty adults (50% females) were administered two SC-IAT-As. the Empathy Quotient. and the Weinstein Noise Sensitivity Scale. Adults showed positive implicit associations to infant laugh and negative ones to infant cry; only the implicit associations with the infant laugh were negatively related to empathy scores. and no gender differences were observed. Finally. implicit associations to infant cry were affected by noise sensitivity. The SC-IAT-A is useful to evaluate the valence of implicit reactions to infant auditory cues and could provide fresh insights into understanding processes that regulate the quality of adult-infant relationships....,Psychology,Psychology,Social cognition,Person perception
45,Introduction. Plum cultivars exhibit differences in their fruit quality; however. very little is known about the changes in fruit growth and quality of plum cultivars maturing in different seasons. This study was conducted to contribute to a better understanding of the fruit growth and ripening behavior of Japanese plum (Prunus silicina Lindl.) varieties according to their maturing season. Materials and methods. Three Japanese plum cultivars were studied: early- ['Black Amber' (BA)]. mid-['Amber Jewel' (AJ)] and late-season ['Angelino' (AG)] maturing. The increase in fruit weight and diameter was determined from days after full bloom (DAFB) to harvest. whilst changes in fruit pulp. skin and seed dry weights. fruit firmness. soluble solid contents (SSC). and titratable acidity (TA) were studied during days after stone hardening (DASH). Ethylene production. respiration rate. activities of 1-aminocyclopropane-1-carboxylic acid synthase (ACS) and 1-aminocyclopropane-1-carboxylic acid oxidase (ACO) enzymes. fruit firmness. fruit color. SSC. TA. ascorbic acid. total antioxidant and carotenoid contents were determined at alternate days during fruit ripening. Results and discussion. All plum cultivars exhibited three distinct phases of fruit growth and development in the DAFB. The AG fruit exhibited the longest duration of phase-III. about 64 days and 12 days more. as compared with BA and AJ fruits. respectively. Fruit skin dry weight (%) was higher for AG fruit. whilst. AJ and BA fruits exhibited the highest increase in seed and pulp dry weight (%) during DASH. The BA and AJ fruits showed climacteric fruit ripening with a sharp rise in ACS and ACO enzymes; whereas AG fruit showed suppressed climacteric ripening. During the fruit ripening period AG fruit remained more firm with higher SSC. and SCC: TA ratio as compared with BA and AJ fruits. The level of ascorbic acid (24.8 mg 100 g(-1)) was higher in AG fruit. Whilst. total carotenoids (0.66 mg 100 g(-1)) and total antioxidants (215 mu mol Trolox 100 g(-1)) were higher in AJ and BA fruit respectively. Conclusion. The physico-chemical changes during fruit ripening vary with cultivar and are associated with the level of endogenous ethylene production. Japanese plum cultivars exhibit varying levels of SSC. SSC: TA ratio. levels of individual and total antioxidants of their ripe fruits....,biochemistry,biochemistry,Molecular biology,Molecular biology
46,Although recent scholarship focuses on the increasing significance of processes of standardization in contemporary social life. much less attention has been given to how standardization impacts intimate life. and how intimate standards are made meaningful in interaction. This article draws from participant observation in online transgender groups to examine how the medical standardization of transsexuality. known as the wrong-body' model. impacts the way users understand and communicate their gendered self. I show how rather than simply adopting the wrong-body model. participants use its language and logic in ironic and playful ways that carve out spaces for ways of knowing the self that feel authentically their own. This case shows how intimate standards become part of the language of the self in ways that may be unexpected....,Psychology,Psychology,Attention,Gender roles
47,Across a broad range of design professions. there has been extensive research on design practices and considerable progress in creating new computer-based systems that support design work. Our research is focused on educational/instructional design for students' learning. In this sub-field. progress has been more limited. In particular. neither research nor systems development have paid much attention to the fact that design is becoming a more collaborative endeavor. This paper reports the latest research outcomes from R&D in the Educational Design Studio (EDS). a facility developed iteratively over four years to support and understand collaborative. real-time. co-present design work. The EDS serves to (i) enhance our scientific understanding of design processes and design cognition and (ii) provide insights into how designers' work can be improved through appropriate technological support. In the study presented here. we introduced a complex. multi-user. digital design tool into the existing ecology of tools and resources available in the EDS. We analysed the activity of four pairs of 'teacher-designers' during a design task. We identified different behaviors - in reconfiguring the task. the working methods and toolset usage. Our data provide new insights about the affordances of different digital and analogue design surfaces used in the Studio. (C) 2017 Elsevier Ltd. All rights reserved....,Psychology,CS,Attention,Software engineering
48,The aim of this study was to identify specific cognitive abilities that predict functional outcome in high-functioning adults with autism spectrum disorder (ASD). and to clarify the contribution of those abilities and their relationships. In total. 41 adults with ASD performed cognitive tasks in a broad range of neuro- and social cognitive domains. and information concerning functional outcomes was obtained. Regression analyses revealed that emotion perception and verbal generativity predicted adaptive functioning directly. and the former mediated between the other two. These findings provide the first evidence of a triadic relationship among neuro- and social cognition and functional outcome in this population. Our results suggest that psychosocial interventions targeting these cognitive abilities could benefit social adaptation in adults with ASD....,Psychology,Psychology,Social cognition,Social cognition
49,Background Cognitive differences. including deficits in self-awareness. are common in high-functioning individuals with autism spectrum disorder (ASD) and represent a fruitful target for intervention. The current project presents the preliminary research undertaken in the development of metacognitive training (MCT). an intervention designed to increase knowledge about personal strengths and challenges in adolescents with ASD.Method Two groups of 4 adolescents with ASD completed MCT. as well as measures to assess satisfaction and adverse effects. Visual inspection and thematic analysis were used to interpret the data.Results Overall. both participants and their parents rated MCT favourably; the youth most enjoyed the interactive activities. whereas parents appreciated the opportunity for socialising and psychoeducation. There were no systematic changes on quantitative measures of adverse effects (i.e. self-esteem or depression).Conclusion Although the results suggest further investigation of MCT may be warranted. certain modifications to the MCT protocol and research methodology are needed....,Psychology,Psychology,Depression,Social cognition
50,The present study aimed to examine the effects of a novel avatar interviewing aid during memory interviews with children with autism spectrum disorder (ASD). Thirty children were recruited for our study (Age: M = 7.60. SD = 0.68). half with ASD (13 boys; 2 girls) and the other half being neurotypical (13 boys; 2 girls). Children participated in a target event and were subsequently interviewed a week later by either an avatar interviewer or a human. The participants were also asked six misleading questions aimed to examine their suggestibility. Bayesian analysis showed some increase in memory performance for both groups of children interviewed by the avatar interviewer. and this effect exacerbated for children with ASD. These results showed encouraging implications for future applications....,Psychology,Psychology,Child abuse,False memories
51,The ability of individuals with Autism Spectrum Disorder (ASD) to process context has long been debated: According to the Weak Central Coherence theory. ASD is characterized by poor global processing. and consequentlypoor context processing. In contrast. the Social Cognition theory argues individuals with ASD will present difficulties only in social context processing. The complexity theory of autism suggests context processing in ASD will depend on task complexity. The current study examined this controversy through two priming tasks. one presenting human stimuli (facial expressions) and the other presenting non-human stimuli (animal faces). Both tasks presented visual targets. preceded by congruent. incongruent. or neutral auditory primes. Local and global processing were examined by presenting the visual targets in three spatial frequency conditions: High frequency. low frequency. and broadband. Tasks were administered to 16 adolescents with high functioning ASD and 16 matched typically developing adolescents. Reaction time and accuracy were measured for each task in each condition. Results indicated that individuals with ASD processed context for both human and non-human stimuli. except in one condition. in which human stimuli had to be processed globally (i.e.. target presented in low frequency). The task demands presented in this condition. and the performance deficit shown in the ASD group as a result. could be understood in terms of cognitive overload. These findings provide support for the complexity theory of autism and extend it. Our results also demonstrate how associative priming could support intact context processing of human and non-human stimuli in individuals with ASD. Autism Res2017. 10: 520-530. (c) 2016 International Society for Autism Research. Wiley Periodicals. Inc....,Psychology,Psychology,Social cognition,Social cognition
52,Autism Spectrum Disorder (ASD) is a neurodevelopmental disorder with atypical cortical maturation leading to a deficiency in social cognition and language. Numerous studies have attempted to classify ASD using brain measurements such as cortical thickness. surface area. or volume with promising results. However. the underpowered sample sizes of these studies limit external validity and generalizability at the population level. Large scale collaborations such as Enhancing NeuroImaging Genetics through Meta Analysis (ENIGMA) or the Autism Brain Imaging Data Exchange (ABIDE) aim to bring together like-minded scientists to further improve investigations into brain disorders. To the best of our knowledge. this study represents the largest classification analysis for detection of ASD vs. healthy age and sex matched controls using cortical thickness brain parcellations and intracranial volume normalized surface area and subcortical volumes. We were able to increase classification accuracy overall from 56% to 60% and for females only by 6%. These novel findings using Evolving Partitions to Improve Connectomics (EPIC) underscore the importance of large-scale data-driven approaches and collaborations in the discovery of brain disorders....,Psychology,Medical,Social cognition,Autism
53,Machine learning approaches have been widely used for the identification of neuropathology from neuroimaging data. However. these approaches require large samples and suffer from the challenges associated with multi-site. multi-protocol data. We propose a novel approach to address these challenges. and demonstrate its usefulness with the Autism Brain Imaging Data Exchange (ABIDE) database. We predict symptom severity based on cortical thickness measurements from 156 individuals with autism spectrum disorder (ASD) from four different sites. The proposed approach consists of two main stages: a domain adaptation stage using partial least squares regression to maximize the consistency of imaging data across sites; and a learning stage combining support vector regression for regional prediction of severity with elastic-net penalized linear regression for integrating regional predictions into a whole-brain severity prediction. The proposed method performed markedly better than simpler alternatives. better with multi-site than single-site data. and resulted in a considerably higher cross-validated correlation score than has previously been reported in the literature for multi-site data. This demonstration of the utility of the proposed approach for detecting structural brain abnormalities in ASD from the multi-site. multi-protocol ABIDE dataset indicates the potential of designing machine learning methods to meet the challenges of agglomerative data....,Psychology,Medical,Social cognition,Autism
54,Social deficits are a core symptom of autism spectrum disorder; however. the perturbed neural mechanisms underpinning these deficits remain unclear. It has been suggested that social prediction errors-coding discrepancies between the predicted and actual outcome of another's decisions-might play a crucial role in processing social information. While the gyral surface of the anterior cingulate cortex signalled social prediction errors in typically developing individuals. this crucial social signal was altered in individuals with autism spectrum disorder. Importantly. the degree to which social prediction error signalling was aberrant correlated with diagnostic measures of social deficits. Effective connectivity analyses further revealed that. in typically developing individuals but not in autism spectrum disorder. the magnitude of social prediction errors was driven by input from the ventromedial prefrontal cortex. These data provide a novel insight into the neural substrates underlying autism spectrum disorder social symptom severity. and further research into the gyral surface of the anterior cingulate cortex and ventromedial prefrontal cortex could provide more targeted therapies to help ameliorate social deficits in autism spectrum disorder....,Psychology,Medical,Social cognition,Autism
55,We tested social cognition abilities of adolescents with autism spectrum disorders (ASD) and neurotypically developed peers (NTD). A multi-faceted test-battery including facial emotion categorization (FEC). classical false belief tasks (FBT). and complex social cognition (SC). yielded significantly lower accuracy rates for FEC and complex SC tasks in ASD. but no significant differences in performance concerning FBT. A significant correlation between age and performance in a FEC task and in a complex task was found only in ASD. We propose that dynamic and/or fragmented FEC tasks can elicit deficits in implicit processing of facial emotion more efficiently. The difficulties of ASD in solving complex SC tasks can be ascribed to deficits in the acquisition and application of social schemata....,Psychology,Psychology,Social cognition,Social cognition
56,Objective Children with autism have sitting and on-task behavior problems in class. In this study. the effect of three alternative classroom-seating devices such as regular classroom chairs. therapy balls. and air cushions were examined on students' classroom behavior. Materials & Methods 15 students with autism participated in this A1-B-A2-C multiple treatments study from Mashhad's Tabasom School. Mashhad. Iran in 2014. Students' behaviors were video recorded in three phases: sitting on their common chairs during phase A. air-sit cushioned in phase B. and ball chairs in phase C. Sitting times and on-task behaviors were quantified by momentary time sampling and compared during different phases for important changes during 8 wk. Additionally. the Gilliam Autism Rating Scale-Second Edition test was used to examine stereotyped movements. social and communication skills of the students in the before and after research. Results Significant increases in in-seat behaviors in 86.7% (thirteen out of 15) of the students and on-task behaviors in 53.3% of the students (eight out of 15) when seated on therapy balls. Air cushions had no significant effects on in-seat/on-task behaviors. The results also showed significant decrease in stereotyped movement and increase in communication and social skills of these students. The teachers also preferred the use of the balls and/ or air-cushioned chairs for their students. Conclusion Therapy ball chairs facilitated in-seat behavior and decreased autism related behavior of the students with Autism Spectrum Disorder in class....,Psychology,Psychology,Attention,Prenatal development
57,People with autism spectrum disorder (ASD) have difficulties in identifying another person by face and voice. This might contribute considerably to the development of social cognition and interaction difficulties. The characteristics of the voice recognition deficit in ASD are unknown. Here. we used a comprehensive behavioral test battery to systematically investigate voice processing in high-functioning ASD (n=16) and typically developed pair-wise matched controls (n=16). The ASD group had particular difficulties with discriminating. learning. and recognizing unfamiliar voices. while recognizing famous voices was relatively intact. Tests on acoustic processing abilities showed that the ASD group had a specific deficit in vocal pitch perception that was dissociable from otherwise intact acoustic processing (i.e.. musical pitch. musical. and vocal timbre perception). Our results allow a characterization of the voice recognition deficit in ASD: The findings indicate that in high-functioning ASD. the difficulty to recognize voices is particularly pronounced for learning novel voices and the recognition of unfamiliar peoples' voices. This pattern might be indicative of difficulties with integrating the acoustic characteristics of the voice into a coherent percepta function that has been previously associated with voice-selective regions in the posterior superior temporal sulcus/gyrus of the human brain. Autism Res2017. 10: 155-168. (c) 2016 International Society for Autism Research. Wiley Periodicals. Inc....,Psychology,Psychology,Social cognition,Person perception
58,Individuals with autism spectrum disorders (ASD) show significant impairments in social skills and theory of mind (ToM). The aim of this study was to evaluate ToM and social information processing abilities in 52 children with ASD compared to 55 typically developing (TD) children. A mediation analysis evaluated whether social information processing abilities can be mediated by ToM competences. In our results. children with autism showed a deficit in social skills and ToM components. The innovative results of our study applying mediation analysis demonstrate that ToM plays a key role in the development of social abilities. and the lack of ToM competences in children with autism impairs their competent social behavior....,Psychology,Psychology,Social cognition,Social cognition
59,Background: Responding to joint attention (RJA) is reduced in young children with ASD despite being vital to the early development of social communication. For this reason. RJA is a frequent target in early intervention programs. Clinical guidelines suggest that exaggerating facial expressions or gestural pointing may improve RJA in children with autism by clarifying the meaning of the gaze or gesture. In the current study. we investigate the effect of intensity of emotional expression on RJA in preschoolers with ASD. Method: Twenty-five preschoolers with ASD and 21 typically developing peers were administered a specifically designed eye-tracking task in which an actor directs attention to a moving object by looking at it with an expression that was either neutral. mildly surprised or intensely surprised. In a supplementary condition. gestural pointing was accompanied by a neutral gaze shift. Results: Commensurate with previous studies. children with ASD oriented less to the face of the actor and were less responsive to RJA when compared to their typically developing peers. However. children with autism differed in their response to RJA according to the different task conditions. They demonstrated more frequent responses to RJA when the actor's facial expression was either intense or supported by gestural pointing. Conclusions: We report initial evidence for the importance of clarifying content cues in order to help preschoolers with autism adhere to receptive joint attention (RJA) opportunities. Our findings inform knowledge about early treatment and attention to emotional expressions in autism and improve our understanding of how early interventions may work to increase RJA in young children with ASD. (C) 2016 Elsevier Ltd. All rights reserved....,Psychology,Psychology,Social cognition,Attention
60,Aim: Oxytocin presents an exciting potential to target the core symptoms of autism spectrum disorder (ASD) pharmacologically in an easily administered. cost-effective form with possibly minimal adverse effects. But. there are still major gaps in this area of research. This paper reviewed randomized controlled trials (RCTs) examining the effects of oxytocin administration on social cognition and restricted. repetitive behaviors in individuals with an ASD. Method: Electronic literature searches were conducted from PsycINFO. PubMed. Web of Knowledge. and EMBASE for RCTs published through June 2015. Results: 12 RCTs were included in this review. 7 out of the 11 studies that examined social cognition reported improvements. Additionally. one out of the 4 studies on restricted. repetitive behaviors. reported improvements following oxytocin administration. However. results from our meta-analyses suggest that oxytocin has no significant effect on these 2 domains. Conclusion: Previous evidence revealed mixed findings about the effects of oxytocin on ASD. Given the limited number of RCTs. our summary of findings on the effectiveness of oxytocin on ASD should still be considered tentative....,Psychology,Medical,Social cognition,Autism
